# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSHebrewDic-v0.9.2-en.JSON sha256=1686a25dd31dc9afb7b932927e160070667c73caedad11aa7e4482c21f800e8e
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	osszetett	nyelv	szotar	entry_id	lemma	lexid	entry_kod	domen_kod	domen	glossza	hivatkozas_n
H2584	H2584	—	heber	SDBH	002383000000000	חַנָּה	002383001001000	—	003001007	Names of People	Hannah	13
H2585	H2585	—	heber	SDBH	002384000000000	חֲנֹוךְ	002384001001000	—	003001007	Names of People	Enoch	7
H2585	H2585	—	heber	SDBH	002384000000000	חֲנֹוךְ	002384001002000	—	003001007	Names of People	Enoch	3
H2585	H2585	—	heber	SDBH	002384000000000	חֲנֹוךְ	002384001003000	—	003001007	Names of People	Hanoch	2
H2585	H2585	—	heber	SDBH	002384000000000	חֲנֹוךְ	002384001004000	—	003001007	Names of People	Hanoch	4
H2586	H2586	—	heber	SDBH	002386000000000	חָנוּן	002386001001000	—	003001007	Names of People	Hanun	9
H2586	H2586	—	heber	SDBH	002386000000000	חָנוּן	002386001002000	—	003001007	Names of People	Hanun	2
H2587	H2587	—	heber	SDBH	002385000000000	חַנּוּן	002385001001000	—	002001002019	Merciful	generous; merciful	13
H2588	H2588	—	heber	SDBH	002387000000000	חָנוּת	002387001001000	—	001002009	Constructions	vault; dungeon	1
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401001001000	—	002001002019	Merciful	to be kindly disposed; to be generous; to be merciful; to be gracious; to pity	59
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401001002000	—	002001002019	Merciful	to beg for mercy; to make supplication	18
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401001003000	—	002003002017	Non-Possess	to grant	2
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401001004000	—	002004002007	Know	to grant	1
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401001005000	—	002004001009008	Speak	to speak kindly; to speak charmingly	1
H2589	H2589	—	heber	SDBH	002401000000000	חנן	002401002001000	—	002001002031	Unwilling	to be repulsive	1
H2590	H2590a	—	heber	SDBH	002388000000000	חנט	002388001001000	—	002001001056	Stage	to bring forth (fruits); to produce (fruits)	1
H2590	H2590a	—	heber	SDBH	002388000000000	חנט	002388002001000	—	002003001020	Whole	to embalm	3
H2590	H2590b	—	heber	SDBH	002390000000000	חֲנֻטִים	002390001001000	—	002003001020	Whole	embalming	1
H2591	A2591	—	arameus	SDBH	002389000000000	חִנְטָה	002389001001000	—	001002008003002	Crops	wheat	2
H2592	H2592	—	heber	SDBH	002391000000000	חַנִּיאֵל	002391001001000	—	003001007	Names of People	Hanniel	1
H2592	H2592	—	heber	SDBH	002391000000000	חַנִּיאֵל	002391001002000	—	003001007	Names of People	Hanniel	1
H2593	H2593	—	heber	SDBH	002392000000000	חָנִיךְ	002392001001000	—	002004002007	Know	trained; experienced	1
H2594	H2594	—	heber	SDBH	002393000000000	חֲנִינָה	002393001001000	—	002001002019	Merciful	to show kindness; to show mercy	1
H2595	H2595	—	heber	SDBH	002394000000000	חֲנִית	002394001001000	—	001002008001020	Weapons	spear	49
H2596	H2596	—	heber	SDBH	002395000000000	חנך	002395001001000	—	002001001012	Clean	to dedicate	4
H2596	H2596	—	heber	SDBH	002395000000000	חנך	002395001002000	—	002004002007	Know	to train	1
H2597	A2597	—	arameus	SDBH	002396000000000	חֲנֻכָּה	002396001001000	—	002001001012	Clean	dedication	12
H2598	H2598	—	heber	SDBH	002396000000000	חֲנֻכָּה	002396001001000	—	002001001012	Clean	dedication	12
H2599	H2599	—	heber	SDBH	002397000000000	חֲנֹכִי	002397001001000	—	003001006	Names of Groups	Hanochite	1
H2600	H2600	—	heber	SDBH	002398000000000	חִנָּם	002398001001000	—	002003003015	Innocent	without payment; for free; gratis	10
H2600	H2600	—	heber	SDBH	002398000000000	חִנָּם	002398001002000	—	002004002002	Cause	without cause	19
H2600	H2600	—	heber	SDBH	002398000000000	חִנָּם	002398001003000	—	002003003013	Fail	without purpose; in vain	3
H2601	H2601	—	heber	SDBH	002399000000000	חֲנַמְאֵל	002399001001000	—	003001007	Names of People	Hanamel	4
H2602	H2602	—	heber	SDBH	002400000000000	חֲנָמַל	002400001001000	—	001002010011	Rain	flood; deluge; frost; sleet	1
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401001001000	—	002001002019	Merciful	to be kindly disposed; to be generous; to be merciful; to be gracious; to pity	59
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401001002000	—	002001002019	Merciful	to beg for mercy; to make supplication	18
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401001003000	—	002003002017	Non-Possess	to grant	2
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401001004000	—	002004002007	Know	to grant	1
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401001005000	—	002004001009008	Speak	to speak kindly; to speak charmingly	1
H2603	H2603	—	heber	SDBH	002401000000000	חנן	002401002001000	—	002001002031	Unwilling	to be repulsive	1
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401001001000	—	002001002019	Merciful	to be kindly disposed; to be generous; to be merciful; to be gracious; to pity	59
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401001002000	—	002001002019	Merciful	to beg for mercy; to make supplication	18
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401001003000	—	002003002017	Non-Possess	to grant	2
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401001004000	—	002004002007	Know	to grant	1
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401001005000	—	002004001009008	Speak	to speak kindly; to speak charmingly	1
H2604	H2604	—	heber	SDBH	002401000000000	חנן	002401002001000	—	002001002031	Unwilling	to be repulsive	1
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001001000	—	003001007	Names of People	Hanan	1
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001002000	—	003001007	Names of People	Hanan	2
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001003000	—	003001007	Names of People	Hanan	1
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001004000	—	003001007	Names of People	Hanan	2
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001005000	—	003001007	Names of People	Hanan	5
H2605	H2605	—	heber	SDBH	002402000000000	חָנָן	002402001006000	—	003001007	Names of People	Hanan	1
H2606	H2606	—	heber	SDBH	002403000000000	חֲנַנְאֵל	002403001001000	—	003001003	Names of Constructions	Hananel	4
H2607	H2607	—	heber	SDBH	002404000000000	חֲנָנִי	002404001001000	—	003001007	Names of People	Hanani	5
H2607	H2607	—	heber	SDBH	002404000000000	חֲנָנִי	002404001002000	—	003001007	Names of People	Hanani	2
H2607	H2607	—	heber	SDBH	002404000000000	חֲנָנִי	002404001003000	—	003001007	Names of People	Hanani	1
H2607	H2607	—	heber	SDBH	002404000000000	חֲנָנִי	002404001004000	—	003001007	Names of People	Hanani	2
H2607	H2607	—	heber	SDBH	002404000000000	חֲנָנִי	002404001005000	—	003001007	Names of People	Hanani	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001001000	—	003001007	Names of People	Hananiah	2
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001002000	—	003001007	Names of People	Hananiah	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001003000	—	003001007	Names of People	Hananiah	2
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001004000	—	003001007	Names of People	Hananiah	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001005000	—	003001007	Names of People	Hananiah	6
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001006000	—	003001007	Names of People	Hananiah	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001007000	—	003001007	Names of People	Hananiah	9
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001008000	—	003001007	Names of People	Hananiah	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001009000	—	003001007	Names of People	Hananiah	1
H2608	H2608	—	heber	SDBH	002405000000000	חֲנַנְיָה	002405001010000	—	003001007	Names of People	Hananiah	5
H2609	H2609	—	heber	SDBH	002406000000000	חָנֵס	002406001001000	—	003001010	Names of Locations	Hanes	1
H2610	H2610	—	heber	SDBH	002407000000000	חנף	002407001001000	—	002001001062	Unclean	to be polluted; to be defiled	4
H2610	H2610	—	heber	SDBH	002407000000000	חנף	002407001002000	—	002001001062	Unclean	to pollute; to defile	4
H2610	H2610	—	heber	SDBH	002407000000000	חנף	002407001003000	—	002001001024	Impact	to be defiled > to be destroyed	1
H2610	H2610	—	heber	SDBH	002407000000000	חנף	002407001004000	—	002001002007	Evil	to be ungodly; to be godless	1
H2610	H2610	—	heber	SDBH	002407000000000	חנף	002407001005000	—	002001002007	Evil	to corrupt	1
H2611	H2611	—	heber	SDBH	002408000000000	חָנֵף	002408001001000	—	002001002007	Evil	godless	13
H2612	H2612	—	heber	SDBH	002409000000000	חֹנֶף	002409001001000	—	002001002007	Evil	to practice ungodliness	1
H2613	H2613	—	heber	SDBH	002410000000000	חֲנֻפָּה	002410001001000	—	002001002007	Evil	ungodliness; godlessness	1
H2614	H2614	—	heber	SDBH	002411000000000	חנק	002411001001000	—	002001001019	Dead	to strangle oneself (with a rope around the neck); to hang oneself	1
H2614	H2614	—	heber	SDBH	002411000000000	חנק	002411001002000	—	002001001019	Dead	to strangle	1
H2615	H2615	—	heber	SDBH	002412000000000	חַנָּתֹן	002412001001000	—	003001010	Names of Locations	Hannathon	1
H2616	H2616	—	heber	SDBH	002413000000000	חסד	002413001001000	—	002001002008	Faithful	to show oneself loyal; to show oneself faithful	2
H2616	H2616	—	heber	SDBH	002413000000000	חסד	002413002001000	—	002001002025	Shame	to put to shame	1
H2617	H2617	—	heber	SDBH	002414000000000	חֶסֶד	002414001001000	—	002001002008	Faithful	loyalty; faithfulness; devotion	247
H2617	H2617	—	heber	SDBH	002414000000000	חֶסֶד	002414001002000	—	002001002018	Love	favor	2
H2617	H2617	—	heber	SDBH	002414000000000	חֶסֶד	002414002001000	—	002001002025	Shame	disgrace; shameful act	2
H2619	H2619	—	heber	SDBH	002415000000000	חֲסַדְיָה	002415001001000	—	003001007	Names of People	Hasadiah	1
H2620	H2620	—	heber	SDBH	002416000000000	חסה	002416001001000	—	002002001010	Hide	to take refuge; to find refuge; to find shelter	11
H2620	H2620	—	heber	SDBH	002416000000000	חסה	002416001002000	—	002001002003	Confident	to take refuge	26
H2621	H2621	—	heber	SDBH	002417000000000	חֹסָה	002417001001000	—	003001007	Names of People	Hosah	4
H2621	H2621	—	heber	SDBH	002417000000000	חֹסָה	002417001002000	—	003001010	Names of Locations	Hosah	1
H2622	H2622	—	heber	SDBH	002418000000000	חָסוּת	002418001001000	—	002002001010	Hide	to take refuge; to find shelter	1
H2623	H2623	—	heber	SDBH	002419000000000	חָסִיד	002419001001000	—	002001002008	Faithful	loyal person; faithful person; godly person	34
H2624	H2624	—	heber	SDBH	002420000000000	חֲסִידָה	002420001001000	—	001002006005	Birds	stork	6
H2624	H2624	—	heber	SDBH	002420000000000	חֲסִידָה	002420002001000	—	002001002018	Love	love	1
H2625	H2625	—	heber	SDBH	002421000000000	חָסִיל	002421001001000	—	001002006006	Swarming Creatures	young locust	6
H2626	H2626	—	heber	SDBH	002422000000000	חֲסִין	002422001001000	—	002001001059	Strong	mighty	1
H2627	A2627	—	arameus	SDBH	002423000000000	חַסִּיר	002423001001000	—	002001002015	Insignificant	lacking	1
H2628	H2628	—	heber	SDBH	002424000000000	חסל	002424001001000	—	002001001025	Ingest	to devour; to consume	1
H2629	H2629	—	heber	SDBH	002425000000000	חסם	002425001001000	—	002001001061	Unable	to muzzle	1
H2629	H2629	—	heber	SDBH	002425000000000	חסם	002425001002000	—	002001001061	Unable	to block the way	1
H2630	H2630	—	heber	SDBH	002426000000000	חסן	002426001001000	—	002003002018	Possess	to accumulate; to store up; to hoard	1
H2630	H2630	—	heber	SDBH	002426000000000	חסן	002426001002000	—	002003002007	Control	to gain control; to gain possession	2
H2631	A2631	—	arameus	SDBH	002426000000000	חסן	002426001001000	—	002003002018	Possess	to accumulate; to store up; to hoard	1
H2631	A2631	—	arameus	SDBH	002426000000000	חסן	002426001002000	—	002003002007	Control	to gain control; to gain possession	2
H2632	A2632	—	arameus	SDBH	002427000000000	חֱסֵן	002427001001000	—	002001001059	Strong	power	2
H2633	H2633	—	heber	SDBH	002429000000000	חֹסֶן	002429001001000	—	001	Objects	treasure	5
H2634	H2634	—	heber	SDBH	002428000000000	חָסֹן	002428001001000	—	002001001059	Strong	strong; powerful	2
H2635	A2635	—	arameus	SDBH	002430000000000	חֲסַף	002430001001000	—	001002010005	Dust	clay	9
H2636	H2636	—	heber	SDBH	002431000000000	חספס	002431001001000	—	002001001048	Shape	to be flake-like	1
H2637	H2637	—	heber	SDBH	002432000000000	חסר	002432001001000	—	002002001018	Non-Space	to lack; to be lacking; to fail; to dry up	8
H2637	H2637	—	heber	SDBH	002432000000000	חסר	002432001002000	—	002003002017	Non-Possess	to lack; to be in need (of something)	11
H2637	H2637	—	heber	SDBH	002432000000000	חסר	002432001003000	—	002003002017	Non-Possess	to deprive	1
H2637	H2637	—	heber	SDBH	002432000000000	חסר	002432001004000	—	002003003012	Non-Engage	to deprive	1
H2637	H2637	—	heber	SDBH	002432000000000	חסר	002432001005000	—	002001002015	Insignificant	to cause to be less	1
H2638	H2638	—	heber	SDBH	002434000000000	חָסֵר	002434001001000	—	002003002017	Non-Possess	lacking; short of	4
H2638	H2638	—	heber	SDBH	002434000000000	חָסֵר	002434001002000	—	002003003012	Non-Engage	lacking	13
H2639	H2639	—	heber	SDBH	002433000000000	חֶסֶר	002433001001000	—	002003002017	Non-Possess	lack; want; shortage; poverty	2
H2639	H2639	—	heber	SDBH	002433000000000	חֶסֶר	002433001002000	—	002003003012	Non-Engage	lack	1
H2640	H2640	—	heber	SDBH	002435000000000	חֹסֶר	002435001001000	—	002003002017	Non-Possess	lack	3
H2641	H2641	—	heber	SDBH	002436000000000	חַסְרָה	002436001001000	—	003001007	Names of People	Hasrah	1
H2642	H2642	—	heber	SDBH	002437000000000	חֶסְרֹון	002437001001000	—	001	Objects	lack; what is lacking	1
H2643	H2643	—	heber	SDBH	002438000000000	חַף	002438001001000	—	002003003015	Innocent	pure; clean	1
H2643	H2643	—	heber	SDBH	002438000000000	חַף	002438002001000	—	003001004	Names of Deities	Apis	1
H2644	H2644	—	heber	SDBH	002439000000000	חפא	002439001001000	—	002004002008	Non-Know	to do things in secret	1
H2645	H2645	—	heber	SDBH	002440000000000	חפה	002440001001000	—	002003001005	Cover	to cover; to overlay	12
H2646	H2646	—	heber	SDBH	002441000000000	חֻפָּה	002441001001000	—	001002009	Constructions	tent; canopy; pavilion	2
H2646	H2646	—	heber	SDBH	002441000000000	חֻפָּה	002441001002000	—	002003003019	Safe	covering; canopy	1
H2646	H2646	—	heber	SDBH	002441000000000	חֻפָּה	002441002001000	—	003001007	Names of People	Huppah	1
H2647	H2647	—	heber	SDBH	002441000000000	חֻפָּה	002441001001000	—	001002009	Constructions	tent; canopy; pavilion	2
H2647	H2647	—	heber	SDBH	002441000000000	חֻפָּה	002441001002000	—	002003003019	Safe	covering; canopy	1
H2647	H2647	—	heber	SDBH	002441000000000	חֻפָּה	002441002001000	—	003001007	Names of People	Huppah	1
H2648	H2648	—	heber	SDBH	002442000000000	חפז	002442001001000	—	002001002001	Afraid	to be afraid; to panic	7
H2648	H2648	—	heber	SDBH	002442000000000	חפז	002442001002000	—	002001002001	Afraid	to flee in panic	3
H2648	H2648	—	heber	SDBH	002442000000000	חפז	002442001002000	—	002002001007	Flee	to flee in panic	3
H2649	H2649	—	heber	SDBH	002443000000000	חִפָּזֹון	002443001001000	—	002002001012	Move	haste	3
H2650	H2650	—	heber	SDBH	002444000000000	חֻפִּים	002444001001000	—	003001007	Names of People	Huppim	1
H2650	H2650	—	heber	SDBH	002444000000000	חֻפִּים	002444001002000	—	003001007	Names of People	Huppim	2
H2651	H2651	—	heber	SDBH	002445000000000	חֹפֶן	002445001001000	—	001002007	People	both hands	6
H2652	H2652	—	heber	SDBH	002446000000000	חָפְנִי	002446001001000	—	003001007	Names of People	Hophni	5
H2653	H2653	—	heber	SDBH	002447000000000	חפף	002447001001000	—	002003003019	Safe	to shelter; to give protection	1
H2654	H2654	—	heber	SDBH	002448000000000	חפץ	002448001001000	—	002001002018	Love	to like; to be pleased; to desire	17
H2654	H2654	—	heber	SDBH	002448000000000	חפץ	002448001002000	—	002001002018	Love	to be interested in; to have regard for	2
H2654	H2654	—	heber	SDBH	002448000000000	חפץ	002448001003000	—	002001002028	Willing	to be pleased; to desire	58
H2654	H2654	—	heber	SDBH	002448000000000	חפץ	002448002001000	—	002001001057	Stance	to stiffen	1
H2655	H2655	—	heber	SDBH	002450000000000	חָפֵץ	002450001001000	—	002001002018	Love	desiring	1
H2655	H2655	—	heber	SDBH	002450000000000	חָפֵץ	002450001002000	—	002004002001001	Wish	wishing; desiring; pleasing	8
H2656	H2656	—	heber	SDBH	002449000000000	חֵפֶץ	002449001001000	—	002001002018	Love	pleasure	4
H2656	H2656	—	heber	SDBH	002449000000000	חֵפֶץ	002449001002000	—	002001002018	Love	pleasure; desire	5
H2656	H2656	—	heber	SDBH	002449000000000	חֵפֶץ	002449001003000	—	002004002001001	Wish	wish; desire; pleasure	25
H2656	H2656	—	heber	SDBH	002449000000000	חֵפֶץ	002449001004000	—	002002003003	Happen	matter	4
H2657	H2657	—	heber	SDBH	002451000000000	חֶפְצִי בָהּ	002451001001000	—	003001007	Names of People	Hephzibah	1
H2657	H2657	—	heber	SDBH	002451000000000	חֶפְצִי בָהּ	002451001002000	—	003001010	Names of Locations	Hephzibah	1
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001001000	—	002001001024	Impact	to paw	1
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001002000	—	002001001024	Impact	to dig	6
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001003000	—	002002002005	Exist	to dig	9
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001004000	—	002004001005	See	to examine; to explore	3
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001005000	—	002002001016	Search	to watch for; to spy out	1
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452001006000	—	002004002001001	Wish	to long for	1
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452002001000	—	002001002025	Shame	to be ashamed	16
H2658	H2658	—	heber	SDBH	002452000000000	חפר	002452002002000	—	002001002025	Shame	to bring shame	2
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001001000	—	002001001024	Impact	to paw	1
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001002000	—	002001001024	Impact	to dig	6
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001003000	—	002002002005	Exist	to dig	9
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001004000	—	002004001005	See	to examine; to explore	3
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001005000	—	002002001016	Search	to watch for; to spy out	1
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452001006000	—	002004002001001	Wish	to long for	1
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452002001000	—	002001002025	Shame	to be ashamed	16
H2659	H2659	—	heber	SDBH	002452000000000	חפר	002452002002000	—	002001002025	Shame	to bring shame	2
H2660	H2660a	—	heber	SDBH	002453000000000	חֵפֶר	002453001001000	—	003001007	Names of People	Hepher	5
H2660	H2660a	—	heber	SDBH	002453000000000	חֵפֶר	002453001002000	—	003001007	Names of People	Hepher	1
H2660	H2660a	—	heber	SDBH	002453000000000	חֵפֶר	002453001003000	—	003001007	Names of People	Hepher	1
H2660	H2660a	—	heber	SDBH	002453000000000	חֵפֶר	002453001004000	—	003001010	Names of Locations	Hepher	1
H2660	H2660a	—	heber	SDBH	002453000000000	חֵפֶר	002453001005000	—	003001010	Names of Locations	Hepher	1
H2660	H2660b	—	heber	SDBH	002453000000000	חֵפֶר	002453001001000	—	003001007	Names of People	Hepher	5
H2660	H2660b	—	heber	SDBH	002453000000000	חֵפֶר	002453001002000	—	003001007	Names of People	Hepher	1
H2660	H2660b	—	heber	SDBH	002453000000000	חֵפֶר	002453001003000	—	003001007	Names of People	Hepher	1
H2660	H2660b	—	heber	SDBH	002453000000000	חֵפֶר	002453001004000	—	003001010	Names of Locations	Hepher	1
H2660	H2660b	—	heber	SDBH	002453000000000	חֵפֶר	002453001005000	—	003001010	Names of Locations	Hepher	1
H2661	H2661	—	heber	SDBH	002457000000000	חֲפַרְפָּרָה	002457001001000	—	001002006	Animals	mole rat	1
H2662	H2662	—	heber	SDBH	002454000000000	חֶפְרִי	002454001001000	—	003001006	Names of Groups	Hepherite	1
H2663	H2663	—	heber	SDBH	002455000000000	חֲפָרַיִם	002455001001000	—	003001010	Names of Locations	Hapharaim	1
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001001000	—	002004001005	See	to search; to examine	6
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001002000	—	002002001016	Search	to search; to look for	4
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001003000	—	002002001010	Hide	to hide oneself	1
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001004000	—	002004002013	Think	to think; to muse; to ponder; to devise	3
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001005000	—	002004002001001	Wish	to strive (after a quality)	1
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001006000	—	002004002008	Non-Know	to disguise oneself	7
H2664	H2664	—	heber	SDBH	002459000000000	חפשׂ	002459001007000	—	002001001020	Different	to be altered	1
H2665	H2665	—	heber	SDBH	002460000000000	חֵפֶשׂ	002460001001000	—	002004002013	Think	plan	1
H2666	H2666	—	heber	SDBH	002458000000000	חפשׁ	002458001001000	—	002003002012	Free	to free; to release	1
H2667	H2667	—	heber	SDBH	002461000000000	חֹפֶשׁ	002461001001000	—	001002010003	Cloth	cloth; blanket	1
H2668	H2668	—	heber	SDBH	002462000000000	חֻפְשָׁה	002462001001000	—	002003002012	Free	freedom	1
H2669	H2669a	—	heber	SDBH	002465000000000	חָפְשִׁית	002465001001000	—	002003001021	Non-Whole	separate; isolated	3
H2670	H2670	—	heber	SDBH	002464000000000	חָפְשִׁי	002464001001000	—	002003002012	Free	free	17
H2671	H2671	—	heber	SDBH	002466000000000	חֵץ	002466001001000	—	001002008001020	Weapons	arrow	44
H2671	H2671	—	heber	SDBH	002466000000000	חֵץ	002466001002000	—	001002008001020	Weapons	bow	3
H2671	H2671	—	heber	SDBH	002466000000000	חֵץ	002466001003000	—	001002010006	Fire	arrow > lightning	6
H2671	H2671	—	heber	SDBH	002466000000000	חֵץ	002466001004000	—	002001001024	Impact	arrow > affliction; suffering	2
H2672	H2672	—	heber	SDBH	002467000000000	חצב	002467001001000	—	002001001024	Impact	to hew; to hew out; to dig; to cut out; to dress; to mine	15
H2672	H2672	—	heber	SDBH	002467000000000	חצב	002467001002000	—	002001001019	Dead	to strike; to kill	1
H2672	H2672	—	heber	SDBH	002467000000000	חצב	002467001003000	—	002003003022	Unsafe	to cut	1
H2672	H2672	—	heber	SDBH	002467000000000	חצב	002467001004000	—	001002007009	Professions	quarrier; stonecutter	7
H2672	H2672	—	heber	SDBH	002467000000000	חצב	002467001005000	—	002001001067	Write	to chisel; to incise	1
H2673	H2673	—	heber	SDBH	002468000000000	חצה	002468001001000	—	002003001021	Non-Whole	to be divided; to divide oneself	3
H2673	H2673	—	heber	SDBH	002468000000000	חצה	002468001002000	—	002003001021	Non-Whole	to divide; to separate	10
H2673	H2673	—	heber	SDBH	002468000000000	חצה	002468001003000	—	003002005	Spatial Referents	to reach halfway	1
H2673	H2673	—	heber	SDBH	002468000000000	חצה	002468001004000	—	002002002010	Time	to live out half (one's) days	1
H2674	H2674	—	heber	SDBH	002469000000000	חָצֹור	002469001001000	—	003001010	Names of Locations	Hazor	12
H2674	H2674	—	heber	SDBH	002469000000000	חָצֹור	002469001002000	—	003001010	Names of Locations	Hazor	2
H2674	H2674	—	heber	SDBH	002469000000000	חָצֹור	002469001003000	—	003001010	Names of Locations	Hazor	1
H2674	H2674	—	heber	SDBH	002469000000000	חָצֹור	002469001004000	—	003001006	Names of Groups	Hazor	3
H2674	H2674	—	heber	SDBH	002469000000000	חָצֹור	002469001004000	—	003001010	Names of Locations	Hazor	3
H2675	H2675	—	heber	SDBH	002470000000000	חָצֹור חֲדַתָּה	002470001001000	—	003001010	Names of Locations	Hazor-Hadattah	1
H2676	H2676	—	heber	SDBH	002471000000000	חֲצֹות	002471001001000	—	002002002010	Time	middle (of time)	3
H2677	H2677	—	heber	SDBH	002472000000000	חֲצִי	002472001001000	—	—	—	half (of object or substance)	84
H2677	H2677	—	heber	SDBH	002472000000000	חֲצִי	002472001002000	—	002001001021	Dimension	half (measure)	24
H2677	H2677	—	heber	SDBH	002472000000000	חֲצִי	002472001003000	—	002001003009	Frequency	half (of activities)	3
H2677	H2677	—	heber	SDBH	002472000000000	חֲצִי	002472001004000	—	003002005	Spatial Referents	middle (of object)	6
H2677	H2677	—	heber	SDBH	002472000000000	חֲצִי	002472001005000	—	002002002010	Time	middle (of time)	8
H2678	H2678	—	heber	SDBH	002473000000000	חֵצִי	002473001001000	—	001002008001020	Weapons	arrow	4
H2679	H2679	—	heber	SDBH	004123000000000	מְנֻחֹות	004123001001000	—	003001006	Names of Groups	Menuhoth	1
H2680	H2680	—	heber	SDBH	002472000000000	חֲצִי	002472001001000	—	—	—	half (of object or substance)	84
H2680	H2680	—	heber	SDBH	002472000000000	חֲצִי	002472001002000	—	002001001021	Dimension	half (measure)	24
H2680	H2680	—	heber	SDBH	002472000000000	חֲצִי	002472001003000	—	002001003009	Frequency	half (of activities)	3
H2680	H2680	—	heber	SDBH	002472000000000	חֲצִי	002472001004000	—	003002005	Spatial Referents	middle (of object)	6
H2680	H2680	—	heber	SDBH	002472000000000	חֲצִי	002472001005000	—	002002002010	Time	middle (of time)	8
H2681	H2681	—	heber	SDBH	002474000000000	חָצִיר	002474001001000	—	001002004001	Plants	leek	1
H2681	H2681	—	heber	SDBH	002474000000000	חָצִיר	002474001002000	—	001002004001	Plants	grass	20
H2681	H2681	—	heber	SDBH	002474000000000	חָצִיר	002474002001000	—	—	—	dwelling-place; abode	1
H2682	H2682a	—	heber	SDBH	002474000000000	חָצִיר	002474001001000	—	001002004001	Plants	leek	1
H2682	H2682a	—	heber	SDBH	002474000000000	חָצִיר	002474001002000	—	001002004001	Plants	grass	20
H2682	H2682a	—	heber	SDBH	002474000000000	חָצִיר	002474002001000	—	—	—	dwelling-place; abode	1
H2682	H2682b	—	heber	SDBH	002474000000000	חָצִיר	002474001001000	—	001002004001	Plants	leek	1
H2682	H2682b	—	heber	SDBH	002474000000000	חָצִיר	002474001002000	—	001002004001	Plants	grass	20
H2682	H2682b	—	heber	SDBH	002474000000000	חָצִיר	002474002001000	—	—	—	dwelling-place; abode	1
H2683	H2683	—	heber	SDBH	002475000000000	חֹצֶן	002475001001000	—	001002008001002	Clothing	fold of garment	3
H2684	H2684	—	heber	SDBH	002475000000000	חֹצֶן	002475001001000	—	001002008001002	Clothing	fold of garment	3
