# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	osszetett	nyelv	szotar	entry_id	lemma	lexid	entry_kod	domen_kod	domen	glossza	hivatkozas_n
G0001	G0001a	—	gorog	SDGNT	000253000000000	ἄλφα	000253001001000	61.7	061	Sequence	alpha; the first; the beginning	3
G0002	G0002	—	gorog	SDGNT	000002000000000	Ἀαρών	000002001001000	93.1	093001	Persons	Aaron	5
G0003	G0003	—	gorog	SDGNT	000003000000000	Ἀβαδδών	000003001001000	93.2	093001	Persons	Abaddon meaning Destroyer	1
G0004	G0004	—	gorog	SDGNT	000004000000000	ἀβαρής	000004001001000	57.225	057019	Be a Financial Burden	not being financially burdensome	1
G0005	G0005	—	gorog	SDGNT	000005000000000	ἀββά	000005001001000	12.12	012001	Supernatural Beings	Father	3
G0006	G0006	—	gorog	SDGNT	000006000000000	Ἅβελ	000006001001000	93.3	093001	Persons	Abel	4
G0007	G0007	—	gorog	SDGNT	000007000000000	Ἀβιά	000007001001000	93.4a	093001	Persons	Abijah	2
G0007	G0007	—	gorog	SDGNT	000007000000000	Ἀβιά	000007001002000	93.4b	093001	Persons	Abijah	1
G0008	G0008	—	gorog	SDGNT	000008000000000	Ἀβιαθάρ	000008001001000	93.5	093001	Persons	Abiathar	1
G0009	G0009	—	gorog	SDGNT	000009000000000	Ἀβιληνή	000009001001000	93.389	093002	Places	Abilene	1
G0010	G0010	—	gorog	SDGNT	000010000000000	Ἀβιούδ	000010001001000	93.6	093001	Persons	Abiud	2
G0011	G0011	—	gorog	SDGNT	000011000000000	Ἀβραάμ	000011001001000	93.7	093001	Persons	Abraham	73
G0011	G0011	—	gorog	SDGNT	000011000000000	Ἀβραάμ	000011001002000	1.16	001002	Regions Above the Earth	Abraham’s bosom; heaven	1
G0012	G0012	—	gorog	SDGNT	000012000000000	ἄβυσσος	000012001001000	1.20	001003	Regions Below the Surface of the Earth	abyss; abode of evil spirits; very deep place	9
G0013	G0013	—	gorog	SDGNT	000013000000000	Ἅγαβος	000013001001000	93.8	093001	Persons	Agabus	2
G0014	G0014	—	gorog	SDGNT	000014000000000	ἀγαθοεργέω	000014001001000	88.3	088001	Goodness	to do good; to perform good deeds; good works	2
G0015	G0015	—	gorog	SDGNT	000015000000000	ἀγαθοποιέω	000015001001000	88.3	088001	Goodness	to do good; to perform good deeds; good works	9
G0016	G0016	—	gorog	SDGNT	000016000000000	ἀγαθοποιΐα	000016001001000	88.3	088001	Goodness	to do good; to perform good deeds; good works	1
G0017	G0017	—	gorog	SDGNT	000017000000000	ἀγαθοποιός	000017001001000	88.8	088001	Goodness	one who does good; one who benefits others	1
G0018	G0018	—	gorog	SDGNT	000018000000000	ἀγαθός	000018001001000	88.1	088001	Goodness	good; goodness; good act	81
G0018	G0018	—	gorog	SDGNT	000018000000000	ἀγαθός	000018001002000	65.20	065003	Good, Bad	good; nice; pleasant	23
G0018	G0018	—	gorog	SDGNT	000018000000000	ἀγαθός	000018001003000	57.110	057008	Give	generous	1
G0018	G0018	—	gorog	SDGNT	000018000000000	ἀγαθός	000018001004000	57.33	057003	Be Rich, Be Wealthy	goods; possessions	2
G0019	G0019	—	gorog	SDGNT	000019000000000	ἀγαθωσύνη	000019001001000	88.1	088001	Goodness	good; goodness; good act	4
G0019	G0019	—	gorog	SDGNT	000019000000000	ἀγαθωσύνη	000019001002000	57.109	057008	Give	to be generous; generosity	1
G0020	G0020	—	gorog	SDGNT	000020000000000	ἀγαλλίασις	000020001001000	25.132	025011	Happy, Glad, Joyful	to be extremely joyful; to rejoice greatly; extreme gladness	5
G0021	G0021	—	gorog	SDGNT	000021000000000	ἀγαλλιάω	000021001001000	25.133	025011	Happy, Glad, Joyful	to be extremely joyful; to be overjoyed; to rejoice greatly	11
G0022	G0022	—	gorog	SDGNT	000022000000000	ἄγαμος	000022001001000	34.76	034010	Marriage, Divorce	unmarried	4
G0023	G0023	—	gorog	SDGNT	000023000000000	ἀγανακτέω	000023001001000	88.187	088024	Anger, Be Indignant With	to be indignant; to be angry with	7
G0024	G0024	—	gorog	SDGNT	000024000000000	ἀγανάκτησις	000024001001000	88.186	088024	Anger, Be Indignant With	indignation; anger	1
G0025	G0025	—	gorog	SDGNT	000025000000000	ἀγαπάω	000025001001000	25.43	025003	Love, Affection, Compassion	to love; to regard with affection; loving concern; love	127
G0025	G0025	—	gorog	SDGNT	000025000000000	ἀγαπάω	000025001002000	25.44	025003	Love, Affection, Compassion	to show one’s love; to demonstrate one’s love	4
G0025	G0025	—	gorog	SDGNT	000025000000000	ἀγαπάω	000025001003000	25.104	025010	Enjoy, Take Pleasure In, Be Fond of Doing	to love to; to like to; to take pleasure in	12
G0026	G0026	—	gorog	SDGNT	000026000000000	ἀγάπη	000026001001000	25.43	025003	Love, Affection, Compassion	to love; to regard with affection; loving concern; love	115
G0026	G0026	—	gorog	SDGNT	000026000000000	ἀγάπη	000026001002000	23.28	023001	Eat, Drink	fellowship meal	1
G0027	G0027	—	gorog	SDGNT	000027000000000	ἀγαπητός	000027001001000	25.45	025003	Love, Affection, Compassion	object of one’s affection; one who is loved; beloved; dear	55
G0027	G0027	—	gorog	SDGNT	000027000000000	ἀγαπητός	000027001002000	58.53	058007	Distinctive, Unique	only; only dear	8
G0028	G0028	—	gorog	SDGNT	000028000000000	Ἁγάρ	000028001001000	93.9	093001	Persons	Hagar	2
G0029	G0029	—	gorog	SDGNT	000029000000000	ἀγγαρεύω	000029001001000	37.34	037002	Compel, Force	to compel someone to carry a load; to press someone into service	3
G0030	G0030	—	gorog	SDGNT	000030000000000	ἀγγεῖον	000030001001000	6.120	006016	Containers	container; vessel	1
G0030	G0030a	—	gorog	SDGNT	000034000000000	ἄγγος	000034001001000	6.120	006016	Containers	container; vessel	1
G0031	G0031	—	gorog	SDGNT	000031000000000	ἀγγελία	000031001001000	33.193	033015	Inform, Announce	message; announcement	2
G0032	G0032	—	gorog	SDGNT	000033000000000	ἄγγελος	000033001001000	33.195	033015	Inform, Announce	messenger	6
G0032	G0032	—	gorog	SDGNT	000033000000000	ἄγγελος	000033001002000	12.28	012001	Supernatural Beings	angel	169
G0034	G0034	—	gorog	SDGNT	000035000000000	ἀγέλη	000035001001000	4.8	004	Animals	herd	7
G0035	G0035	—	gorog	SDGNT	000036000000000	ἀγενεαλόγητος	000036001001000	10.27	010002	Kinship Relations Involving Successive Generations	with no record of ancestors	1
G0036	G0036	—	gorog	SDGNT	000037000000000	ἀγενής	000037001001000	87.59	087004	Low Status or Rank [including persons of low status]	low; insignificant; inferior	1
G0037	G0037	—	gorog	SDGNT	000038000000000	ἁγιάζω	000038001001000	53.44	053006	Dedicate, Consecrate	to consecrate; consecration; to dedicate to God; dedication	14
G0037	G0037	—	gorog	SDGNT	000038000000000	ἁγιάζω	000038001002000	88.26	088003	Holy, Pure	to make holy	18
G0037	G0037	—	gorog	SDGNT	000038000000000	ἁγιάζω	000038001003000	88.27	088003	Holy, Pure	to hallow; to regard as holy; to honor as holy	3
G0038	G0038	—	gorog	SDGNT	000039000000000	ἁγιασμός	000039001001000	53.44	053006	Dedicate, Consecrate	consecration; dedication	11
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001001000	88.24	088003	Holy, Pure	holy; pure; divine	146
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001002000	53.46	053006	Dedicate, Consecrate	devout; godly; dedicated	24
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001003000	11.27	011002	Socio-Religious	God’s people	61
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001004000	7.18	007002	Buildings	sanctuary	4
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001005000	7.18	007002	Buildings	sanctuary	2
G0040	G0040	—	gorog	SDGNT	000040000000000	ἅγιος	000040001006000	7.35	007003	Parts and Areas of Buildings	the holy place; (most) holy place	9
G0041	G0041	—	gorog	SDGNT	000041000000000	ἁγιότης	000041001001000	88.25	088003	Holy, Pure	holiness; divine quality	1
G0042	G0042	—	gorog	SDGNT	000042000000000	ἁγιωσύνη	000042001001000	88.25	088003	Holy, Pure	holiness; divine quality	3
G0042	G0042	—	gorog	SDGNT	000042000000000	ἁγιωσύνη	000042001002000	53.45	053006	Dedicate, Consecrate	dedication; consecration	1
G0043	G0043	—	gorog	SDGNT	000043000000000	ἀγκάλη	000043001001000	8.28	008002	Parts of the Body	bent arm	1
G0044	G0044	—	gorog	SDGNT	000044000000000	ἄγκιστρον	000044001001000	6.10	006003	Instruments Used in Fishing	fish hook	1
G0045	G0045	—	gorog	SDGNT	000045000000000	ἄγκυρα	000045001001000	6.48	006008	Boats and Parts of Boats	anchor	4
G0046	G0046	—	gorog	SDGNT	000046000000000	ἄγναφος	000046001001000	48.8	048	Activities Involving Cloth	unshrunken; not as yet shrunken	2
G0047	G0047	—	gorog	SDGNT	000047000000000	ἁγνεία	000047001001000	88.29	088003	Holy, Pure	to be without moral defect; purity	2
G0048	G0048	—	gorog	SDGNT	000048000000000	ἁγνίζω	000048001001000	53.30	053003	Purify, Cleanse	to purify; purification	4
G0048	G0048	—	gorog	SDGNT	000048000000000	ἁγνίζω	000048001002000	88.30	088003	Holy, Pure	to purify; to cause to be pure	3
G0049	G0049	—	gorog	SDGNT	000049000000000	ἁγνισμός	000049001001000	53.30	053003	Purify, Cleanse	to purify; purification	1
G0050	G0050	—	gorog	SDGNT	000050000000000	ἀγνοέω	000050001001000	28.13	028	Know	to not know; to be unaware of; to be ignorant of; ignorance	16
G0050	G0050	—	gorog	SDGNT	000050000000000	ἀγνοέω	000050001002000	30.38	030001	To Think, Thought	to pay no attention to; to ignore	3
G0050	G0050	—	gorog	SDGNT	000050000000000	ἀγνοέω	000050001003000	32.7	032	Understand	not to understand; to fail to understand	4
G0051	G0051	—	gorog	SDGNT	000051000000000	ἀγνόημα	000051001001000	88.302	088038	Sin, Wrongdoing, Guilt	to sin through ignorance; to sin without knowing that one has sinned	1
G0052	G0052	—	gorog	SDGNT	000052000000000	ἄγνοια	000052001001000	28.13	028	Know	to not know; to be unaware of; to be ignorant of; ignorance	4
G0053	G0053	—	gorog	SDGNT	000053000000000	ἁγνός	000053001001000	88.28	088003	Holy, Pure	pure; without defect	8
G0054	G0054	—	gorog	SDGNT	000054000000000	ἁγνότης	000054001001000	88.29	088003	Holy, Pure	to be without moral defect; purity	2
G0055	G0055	—	gorog	SDGNT	000055000000000	ἁγνῶς	000055001001000	88.45	088005	Honesty, Sincerity	sincerely; out of pure motives; sincere motives	1
G0056	G0056	—	gorog	SDGNT	000056000000000	ἀγνωσία	000056001001000	28.16	028	Know	to lack knowledge; to have no knowledge; ignorance	2
G0056	G0056	—	gorog	SDGNT	000056000000000	ἀγνωσία	000056001002000	32.7	032	Understand	not to understand; to fail to understand	1
G0056	G0056	—	gorog	SDGNT	000056000000000	ἀγνωσία	000056001003000	32.8	032	Understand	what is not understood	1
G0057	G0057	—	gorog	SDGNT	000057000000000	ἄγνωστος	000057001001000	28.27	028002	Known [the content of knowledge]	not known; unknown	1
G0058	G0058	—	gorog	SDGNT	000058000000000	ἀγορά	000058001001000	57.207	057016	Earn, Gain, Do Business	market; marketplace; business center	11
G0059	G0059	—	gorog	SDGNT	000059000000000	ἀγοράζω	000059001001000	57.188	057015	Sell, Buy, Price	to buy; to purchase	24
G0059	G0059	—	gorog	SDGNT	000059000000000	ἀγοράζω	000059001002000	37.131	037010	Release, Set Free	to redeem; to set free	6
G0060	G0060	—	gorog	SDGNT	000060000000000	ἀγοραῖος	000060001001000	88.251	088032	Laziness, Idleness	loafer; bum	1
G0060	G0060	—	gorog	SDGNT	000060000000000	ἀγοραῖος	000060001002000	56.1	056001	Court of Justice	court; court of justice	1
G0061	G0061	—	gorog	SDGNT	000061000000000	ἄγρα	000061001001000	18.8	018001	Grasp, Hold	to catch; a catch	2
G0062	G0062	—	gorog	SDGNT	000062000000000	ἀγράμματος	000062001001000	27.23	027	Learn	uneducated; unlearned	1
G0063	G0063	—	gorog	SDGNT	000063000000000	ἀγραυλέω	000063001001000	85.64	085003	Remain, Stay	to remain outdoors	1
G0064	G0064	—	gorog	SDGNT	000064000000000	ἀγρεύω	000064001001000	27.30	027003	Learn Something Against Someone	to trap; to catch off guard; to catch in a mistake	1
G0065	G0065	—	gorog	SDGNT	000065000000000	ἀγριέλαιος	000065001001000	3.11	003002	Trees	wild olive tree	2
G0066	G0066	—	gorog	SDGNT	000066000000000	ἄγριος	000066001001000	20.6	020001	Violence	violent; stormy	1
G0066	G0066	—	gorog	SDGNT	000066000000000	ἄγριος	000066001002000	94.1	—	—	wild	2
G0067	G0067	—	gorog	SDGNT	000067000000000	Ἀγρίππας	000067001001000	93.10	093001	Persons	Agrippa	11
G0068	G0068	—	gorog	SDGNT	000068000000000	ἀγρός	000068001001000	1.95	001015	Pastures and Cultivated Lands	field; land	28
G0068	G0068	—	gorog	SDGNT	000068000000000	ἀγρός	000068001002000	1.87	001013	Areas Which Are Uninhabited or Only Sparsely Populated	countryside; fields; rural area	4
G0068	G0068	—	gorog	SDGNT	000068000000000	ἀγρός	000068001003000	1.93	001014	Population Centers	farm settlement; hamlet	5
G0069	G0069	—	gorog	SDGNT	000069000000000	ἀγρυπνέω	000069001001000	27.57	027006	Be Ready To Learn, Pay Attention	to be alert; to be on the lookout for; to be vigilant	3
G0069	G0069	—	gorog	SDGNT	000069000000000	ἀγρυπνέω	000069001002000	35.41	035004	Care For, Take Care Of	to look after; to take care of	1
G0070	G0070	—	gorog	SDGNT	000070000000000	ἀγρυπνία	000070001001000	23.73	023005	Sleep, Waking	sleeplessness	2
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001001000	15.165	015023	Lead, Bring, Take	to lead; to bring	51
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001002000	15.210	015024	Carry, Bear	to carry; to bring	3
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001003000	15.34	015004	Leave, Depart, Flee, Escape, Send	to go away; to leave	7
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001004000	36.1	036001	Guide, Lead	to guide; to direct; to lead	4
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001005000	42.1	042001	Function	to carry on; to function; to be operative	1
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001006000	67.64	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	to take place; to be; to occur	1
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001007000	67.79	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	to spend time	1
G0071	G0071	—	gorog	SDGNT	000071000000000	ἄγω	000071001008000	91.13	091003	Prompters of Attention	look; listen; pay attention; come now; then	2
G0072	G0072	—	gorog	SDGNT	000072000000000	ἀγωγή	000072001001000	41.3	041001	Behavior, Conduct	to live; to conduct oneself; to behave; behavior; conduct	1
G0073	G0073	—	gorog	SDGNT	000073000000000	ἀγών	000073001001000	39.29	039005	Strife, Struggle	to struggle; to fight	4
G0073	G0073	—	gorog	SDGNT	000073000000000	ἀγών	000073001002000	50.4	050	Contests and Play	race	4
G0074	G0074	—	gorog	SDGNT	000074000000000	ἀγωνία	000074001001000	25.283	025023	Sorrow, Regret	anguish; intense sorrow	1
G0075	G0075	—	gorog	SDGNT	000075000000000	ἀγωνίζομαι	000075001001000	39.29	039005	Strife, Struggle	to struggle; to fight	3
G0075	G0075	—	gorog	SDGNT	000075000000000	ἀγωνίζομαι	000075001002000	50.1	050	Contests and Play	to compete; to struggle	3
G0075	G0075	—	gorog	SDGNT	000075000000000	ἀγωνίζομαι	000075001003000	68.74	068006	Do Intensely or Extensively	to make every effort to; to do everything possible to; to strain oneself to	3
G0076	G0076	—	gorog	SDGNT	000076000000000	Ἀδάμ	000076001001000	93.11	093001	Persons	Adam	9
G0077	G0077	—	gorog	SDGNT	000077000000000	ἀδάπανος	000077001001000	57.164	057012	Pay, Price, Cost	free of charge; without cost	1
G0078	G0078	—	gorog	SDGNT	000078000000000	Ἀδδί	000078001001000	93.12	093001	Persons	Addi	1
G0079	G0079	—	gorog	SDGNT	000079000000000	ἀδελφή	000079001001000	10.50	010003	Kinship Relations of the Same Generation	sister	21
G0079	G0079	—	gorog	SDGNT	000079000000000	ἀδελφή	000079001002000	11.24	011002	Socio-Religious	fellow believer; sister in Christ; sister in the faith	5
G0080	G0080	—	gorog	SDGNT	000080000000000	ἀδελφός	000080001001000	10.49	010003	Kinship Relations of the Same Generation	brother	84
G0080	G0080	—	gorog	SDGNT	000080000000000	ἀδελφός	000080001002000	11.23	011002	Socio-Religious	fellow believer; (Christian) brother	217
G0080	G0080	—	gorog	SDGNT	000080000000000	ἀδελφός	000080001003000	11.25	011002	Socio-Religious	brother; fellow countryman; fellow Jew; associate	24
G0080	G0080	—	gorog	SDGNT	000080000000000	ἀδελφός	000080001004000	11.57	011003	Socio-Political	fellow countryman	6
G0080	G0080	—	gorog	SDGNT	000080000000000	ἀδελφός	000080001005000	11.89	011003	Socio-Political	neighbor; brother	16
G0081	G0081	—	gorog	SDGNT	000081000000000	ἀδελφότης	000081001001000	11.22	011002	Socio-Religious	brotherhood; fellow believers	2
G0082	G0082	—	gorog	SDGNT	000082000000000	ἄδηλος	000082001001000	24.95	024007	General Sensory Perception	not evident; not perceived; unseen; unmarked	2
G0083	G0083	—	gorog	SDGNT	000083000000000	ἀδηλότης	000083001001000	71.20	071003	Certain, Uncertain	uncertainty	1
G0084	G0084	—	gorog	SDGNT	000084000000000	ἀδήλως	000084001001000	30.65	030004	To Intend, To Purpose, To Plan	without purpose; unintentionally; aimlessly	1
G0085	G0085	—	gorog	SDGNT	000085000000000	ἀδημονέω	000085001001000	25.247	025021	Worry, Anxiety, Distress, Peace	to be troubled; to be upset; to be distressed	3
G0086	G0086	—	gorog	SDGNT	000086000000000	ᾅδης	000086001001000	1.19	001003	Regions Below the Surface of the Earth	the world of the dead; Hades	8
G0086	G0086	—	gorog	SDGNT	000086000000000	ᾅδης	000086001002000	23.108	023007	Live, Die	death; power of death	2
G0086	G0086	—	gorog	SDGNT	000086000000000	ᾅδης	000086001003000	12.50	012002	Supernatural Powers	death	1
G0087	G0087	—	gorog	SDGNT	000087000000000	ἀδιάκριτος	000087001001000	88.242	088030	Show Favoritism, Prejudice	impartial; free from prejudice	1
G0088	G0088	—	gorog	SDGNT	000088000000000	ἀδιάλειπτος	000088001001000	68.55	068004	Cease, Stop	not ceasing; not stopping; unceasingly; continuously	2
G0089	G0089	—	gorog	SDGNT	000089000000000	ἀδιαλείπτως	000089001001000	68.55	068004	Cease, Stop	not ceasing; not stopping; unceasingly; continuously	4
G0090	G0090a	—	gorog	SDGNT	000860000000000	ἀφθορία	000860001001000	88.43	088005	Honesty, Sincerity	integrity; sincerity	1
G0091	G0091	—	gorog	SDGNT	000090000000000	ἀδικέω	000090001001000	20.25	020002	Harm, Wound	to harm; to hurt	13
G0091	G0091	—	gorog	SDGNT	000090000000000	ἀδικέω	000090001002000	88.22	088002	Just, Righteous	to act unjustly; to do what is wrong	13
G0091	G0091	—	gorog	SDGNT	000090000000000	ἀδικέω	000090001003000	88.128	088016	Treat Badly	to act unjustly toward; to mistreat	3
G0092	G0092	—	gorog	SDGNT	000091000000000	ἀδίκημα	000091001001000	88.23	088002	Just, Righteous	unrighteous act; crime	3
G0093	G0093	—	gorog	SDGNT	000092000000000	ἀδικία	000092001001000	88.21	088002	Just, Righteous	unjust deed; unrighteousness; doing what is unjust	25
G0094	G0094	—	gorog	SDGNT	000093000000000	ἄδικος	000093001001000	88.20	088002	Just, Righteous	unjust; unjustly; unrighteous	10
G0094	G0094	—	gorog	SDGNT	000093000000000	ἄδικος	000093002001000	11.20	011002	Socio-Religious	unbeliever; not a follower of Christ	2
G0095	G0095	—	gorog	SDGNT	000094000000000	ἀδίκως	000094001001000	88.20	088002	Just, Righteous	unjust; unjustly; unrighteous	1
G0095	G0095a	—	gorog	SDGNT	000095000000000	Ἀδμίν	000095001001000	93.13	093001	Persons	Admin	1
G0096	G0096	—	gorog	SDGNT	000096000000000	ἀδόκιμος	000096001001000	88.111	088015	Bad, Evil, Harmful, Damaging	not fitting; what should not be done; bad	2
G0096	G0096	—	gorog	SDGNT	000096000000000	ἀδόκιμος	000096001002000	65.13	065001	Valuable, Lacking in Value	of no value; valueless; worth nothing	6
G0097	G0097	—	gorog	SDGNT	000097000000000	ἄδολος	000097001001000	79.98	079020	Pure, Unadulterated, Undiluted	unadulterated; pure	1
G0098	G0098	—	gorog	SDGNT	000098000000000	Ἀδραμυττηνός	000098001001000	93.390	093002	Places	of Adramyttium	1
G0099	G0099	—	gorog	SDGNT	000099000000000	Ἀδρίας	000099001001000	93.391	093002	Places	Adriatic Sea	1
G0100	G0100	—	gorog	SDGNT	000100000000000	ἁδρότης	000100001001000	59.60	059006	Abundance, Excess, Sparing	abundance; generous gift	1
G0101	G0101	—	gorog	SDGNT	000101000000000	ἀδυνατέω	000101001001000	71.3	071001	Possible, Impossible	impossible	2
G0102	G0102	—	gorog	SDGNT	000102000000000	ἀδύνατος	000102001001000	74.22	074	Able, Capable	incapable; not being able	2
G0102	G0102	—	gorog	SDGNT	000102000000000	ἀδύνατος	000102001002000	71.3	071001	Possible, Impossible	impossible	8
G0103	G0103	—	gorog	SDGNT	000103000000000	ᾄδω	000103001001000	33.109	033007	Sing, Lament	to sing	5
G0104	G0104	—	gorog	SDGNT	000104000000000	ἀεί	000104001001000	67.86	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	always; constantly; continually	7
G0105	G0105	—	gorog	SDGNT	000105000000000	ἀετός	000105001001000	4.42	004002	Birds	eagle; vulture	5
G0106	G0106	—	gorog	SDGNT	000106000000000	ἄζυμος	000106001001000	5.13	005001	Food	without yeast; not having yeast; unleavened	9
G0107	G0107	—	gorog	SDGNT	000107000000000	Ἀζώρ	000107001001000	93.14	093001	Persons	Azor	2
G0108	G0108	—	gorog	SDGNT	000108000000000	Ἄζωτος	000108001001000	93.392	093002	Places	Azotus	1
G0109	G0109	—	gorog	SDGNT	000109000000000	ἀήρ	000109001001000	1.6	001002	Regions Above the Earth	air	5
G0109	G0109	—	gorog	SDGNT	000109000000000	ἀήρ	000109001002000	2.2	002002	Air	air	1
G0109	G0109	—	gorog	SDGNT	000109000000000	ἀήρ	000109001003000	1.7	001002	Regions Above the Earth	air; sky	1
G0109	G0109	—	gorog	SDGNT	000109000000000	ἀήρ	000109001004000	12.44	012002	Supernatural Powers	power; authority; lordship; ruler; wicked force	1
G0110	G0110	—	gorog	SDGNT	000110000000000	ἀθανασία	000110001001000	23.126	023007	Live, Die	immortality	3
G0111	G0111	—	gorog	SDGNT	000111000000000	ἀθέμιτος	000111001001000	13.144	013004	Happen	not allowed; forbidden	2
G0111	G0111	—	gorog	SDGNT	000111000000000	ἀθέμιτος	000111001002000	88.143	088018	Act Lawlessly	disgusting; bad	1
G0112	G0112	—	gorog	SDGNT	000112000000000	ἄθεος	000112001001000	12.2	012001	Supernatural Beings	being without God	1
G0113	G0113	—	gorog	SDGNT	000113000000000	ἄθεσμος	000113001001000	88.141	088018	Act Lawlessly	lawless; unruly; not complying with law	2
G0114	G0114	—	gorog	SDGNT	000114000000000	ἀθετέω	000114001001000	31.100	031009	Trust, Rely	to not rely on; to set aside; to reject	9
G0114	G0114	—	gorog	SDGNT	000114000000000	ἀθετέω	000114001002000	76.24	076	Power, Force	to reject; to regard as invalid; annulment	7
G0115	G0115	—	gorog	SDGNT	000115000000000	ἀθέτησις	000115001001000	76.24	076	Power, Force	to reject; to regard as invalid; annulment	1
G0115	G0115	—	gorog	SDGNT	000115000000000	ἀθέτησις	000115001002000	13.36	013001	State	removal of; to cause not to continue	1
G0116	G0116	—	gorog	SDGNT	000116000000000	Ἀθῆναι	000116001001000	93.393	093002	Places	Athens	4
G0117	G0117	—	gorog	SDGNT	000117000000000	Ἀθηναῖος	000117001001000	93.394	093002	Places	Athenian	1
G0117	G0117	—	gorog	SDGNT	000117000000000	Ἀθηναῖος	000117002001000	93.395	093002	Places	an Athenian	1
G0118	G0118	—	gorog	SDGNT	000118000000000	ἀθλέω	000118001001000	50.2	050	Contests and Play	to compete	2
G0119	G0119	—	gorog	SDGNT	000119000000000	ἄθλησις	000119001001000	50.3	050	Contests and Play	struggle; conflict	1
G0119	G0119	—	gorog	SDGNT	000119000000000	ἄθλησις	000119001002000	74.13	074	Able, Capable	challenge	1
G0120	G0120	—	gorog	SDGNT	000121000000000	ἀθυμέω	000121001001000	25.292	025024	Discouragement	to become discouraged; to be disheartened	1
G0121	G0121	—	gorog	SDGNT	000122000000000	ἀθῷος	000122001001000	88.316	088038	Sin, Wrongdoing, Guilt	guiltless; innocent	2
G0122	G0122	—	gorog	SDGNT	000123000000000	αἴγειος	000123001001000	4.20	004	Animals	of a goat	1
G0123	G0123	—	gorog	SDGNT	000124000000000	αἰγιαλός	000124001001000	1.63	001009	Land in Contrast With the Sea	beach; shore	6
G0124	G0124	—	gorog	SDGNT	000125000000000	Αἰγύπτιος	000125001001000	93.396	093002	Places	Egyptian	1
G0124	G0124	—	gorog	SDGNT	000125000000000	Αἰγύπτιος	000125002001000	93.397	093002	Places	an Egyptian	4
G0125	G0125	—	gorog	SDGNT	000126000000000	Αἴγυπτος	000126001001000	93.398	093002	Places	Egypt	25
G0126	G0126	—	gorog	SDGNT	000127000000000	ἀΐδιος	000127001001000	67.96	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	eternal	2
G0127	G0127	—	gorog	SDGNT	000128000000000	αἰδώς	000128001001000	88.49	088006	Modesty, Propriety	modesty	1
G0127	G0127a	—	gorog	SDGNT	001205000000000	δέος	001205001001000	53.59	053007	Worship, Reverence	reverence; awe	1
G0128	G0128	—	gorog	SDGNT	000129000000000	Αἰθίοψ	000129001001000	93.399	093002	Places	an Ethiopian	2
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001001000	8.64	008002	Parts of the Body	blood	60
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001002000	23.107	023007	Live, Die	death; violent death	20
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001003000	20.83	020004	Kill	to kill; killing; to commit murder	6
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001004000	20.84	020004	Kill	to murder; to kill	2
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001005000	23.112	023007	Live, Die	to die as a sacrifice; sacrificial death	5
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001006000	23.182	023009	Sickness, Disease, Weakness	loss of blood; menstrual flow; bleeding	4
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001007000	9.14	009001	Human Beings	person; human being	4
G0129	G0129	—	gorog	SDGNT	000130000000000	αἷμα	000130001008000	9.15	009001	Human Beings	to be a person; to be a physical being	1
G0130	G0130	—	gorog	SDGNT	000131000000000	αἱματεκχυσία	000131001001000	23.183	023009	Sickness, Disease, Weakness	to cause bleeding; to cause blood to flow; the flow of blood	1
