Strong_padded	Strong_eredeti	Teljes_szocikk
G1545	G1545	G1545 — ἔκβασις ἐκβασεως, ἡ (ἐκβαίνω); 1. an egress, way out (Homer, et al.): applied figuratively to the way of escape from temptation into which one εἰσέρχεται or εἰσφέρεται (see these words), 1Co 10:13. 2. in a sense foreign to secular authors, the issue ((cf. its objective sense e. g. Epictetus diss. 2, 7, 9)) equivalent to end: used of the end of life, Wis. 2:17; ἔκβασις τῆς ἀναστροφῆς τινων, in Heb 13:7, is not merely the end of their physical life, but the manner in which they closed a well-spent life as exhibited by their spirit in dying; cf. Delitzsch, at the passage.
G1546	G1546	G1546 — ἐκβολή ἐκβολης, ἡ (ἐκβάλλω); a. a casting out. b. specifically, the throwing overboard of goods and lading whereby sailors lighten a ship in a storm to keep her from sinking (Aeschylus sept. 769; Aristotle, eth. Nic. 3, 1, 5 (p. 1110{a}, 9); Lucian, de merc. cond. 1): ποιεῖσθαι ἐκβολήν, Latinjacturam facere, to throw the cargo overboard, Act 27:18; with τῶν σκευῶν added, the Sept. Jon 1:5; τῶν φορτιων, Pollux 1, 99, p. 70, Hemsterh edition.
G1547	G1547	G1547 — ἐκγαμίζω passive (present ἐκγαμίζομαι); imperfect ἐξεγαμιζομην; to give away (ἐκ out of the house (cf. Winers Grammar, 102 (97))) in marriage: a daughter, 1Co 7:38{a} R G (1Co 7:38{b} Rec.); Mat 24:38 R G Tr text, passive, to marry, to be given in marriage, Mat 22:30 R G (cf. Tdf.'s note at the passage); Luk 17:27 R G; see γαμίζω. Not found elsewhere.
G1548	G1548	G1548 — ἐκ῟γαμίσκω equivalent to ἐκγαμίζω, which see: passive (present ἐκγαμίσκομαι); Luk 20:34f. R G; cf. γαμίσκω and Fritzsche on Mark, p. 529ff. Not found elsewhere.
G1549	G1549	G1549 — ἔκγονος ἔκγονον (ἐκγίνομαι), sprung from one, born, begotten (Homer and following); commonly as a substantive, ὁ, ἡ ἔκγονος, οἱ ἐκγονοι, a son, daughter, offspring, children, descendants; in the Sept. common in neuter plural ἔκγονα and τά ἔκγονα, for פְּרִי, Deu 7:13 (Alex.); , etc.; צֶאֱצָאִים, Isa 48:19; Isa 61:9; בֵּן, Isa 49:15; also in Sir. 40:15 Sir. 44:11, etc. In the N. T. once: 1Ti 5:4 τέκνα ἤ ἔκγονα, grandchildren (A. V. renders it by the obsolete, nephews; cf. Eastwood and Wright, Bible Word-Book, or B. D. American edition under the word ).
G1550	G1550	G1550 — ἐκδαπανάω : (future ἐκδαπανήσω); 1 future passive ἐκδαπαναθήσομαι; to exhaust by expending, to spend wholly, use up: τάς προσόδους, Polybius 25, 8, 4. Passive reflexively, to spend oneself wholly: followed by ὑπέρ τίνος, of one who consumes strength and life in laboring for others' salvation, 2Co 12:15; cf. Kypke at the passage; (Sophocles' Lexicon, under the word).
G1551	G1551	G1551 — ἐκδέχομαι imperfect ἐξεδεχομην; (ἐκ from some person or quarter); 1. to receive, accept ((Homer), Aeschylus, Herodotus, and following). 2. to look for, expect, wait for, await: τί, Joh 5:3 R L; Heb 11:10; Jam 5:7; τινα, Act 17:16; 1Co 16:11; ἀλλήλους ἐκδέχεσθε wait for one another, namely, until each shall have received his food, 1Co 11:33, cf. 1Co 11:21; followed by ἕως etc. Heb 10:13; (absolutely, 1Pe 3:20 Rec., but see Tdf.s note at the passage). Rarely with this meaning in secular authors, as Sophocles Phil. 123; Apollod. 1, 9, 27 § 3; ἕως ἄν γένηται τί, Dionysius Halicarnassus 6, 67. (Compare: ἀπεκδέχομαι. Cf. δέχομαι, at the end.)
G1552	G1552	G1552 — ἔκδηλος ἔκδηλον (δῆλος), evident, clear, conspicuous: 2Ti 3:9. (Homer, Iliad 5, 2; Demosthenes, p. 24, 10; Polybius)
G1553	G1553	G1553 — ἐκδημέω ἐκδήμω; 1 aorist infinitive ἐκδημῆσαι; (ἔκδημος away from home); 1. to go abroad (Herodotus, Sophocles, Plato, Josephus, others); hence, universally, to emigrate, depart: ἐκ τοῦ σώματος, from the body as the earthly abode of the spirit, 2Co 5:8. 2. to be or live abroad: 2Co 5:9; ἀπό τοῦ κυρίου, abode with whom is promised us, 2Co 5:6; in these examples opposed to ἐνδήμω, which see
G1554	G1554	G1554 — ἐκδίδωμι : middle, future ἐκδώσομαι; 2 aorist 3 person singular ἐξέδοτο, T WH ἐξέδετο (see ἀποδίδωμι); a common word in Greek authors from Homer, Iliad 3, 459 on; to give out of one's house, power, hand, stores; to give out, give up, give over; hence, also to let out for hire, to farm out, Herodotus 1, 68; γεωργιαι δέ ἐκδεδομεναι δούλοις, Plato, legg. 7, p. 806 d.; others. In the N. T, middle to let out for one's advantage: Mat 21:33, Mat 21:41 (Rec. ἐκδόσεται, cf. Tdf.s note; Buttmann, 47 (41)); Mar 12:1; Luk 20:9.
G1555	G1555	G1555 — ἐκδιηγέομαι ἐκδιηγοῦμαι; deponent middle; properly, to narrate in full or wholly; universally, to relate, tell, declare: τί, Act 13:41 (Heb 1:5); . ((Aristotle, rhet. Alex. 23, p. 1434{b}, 4); Josephus, (Philo), Galen (others); the Sept..)
G1556	G1556	G1556 — ἐκδικέω ἐκδικῶ; future ἐκδικήσω; 1 aorist ἐξεδίκησα; (ἔκδικος, which see); the Sept. for נָקַם, פָּקַד, שָׁפַט; a. τινα, to vindicate one's right, do one justice (A. V. avenge): Luke 18 (1 Macc. 6:22); τινα ἀπό τίνος, to protect, defend, one person from another, Luk 18:3; ἑαυτόν, to avenge oneself, Rom 12:19. b. τί, to avenge a thing (i. e. to punish a person for a thing): τήν παρακοήν, 2Co 10:6; τό haima] τίνος ἀπό or ἐκ τίνος, to demand in punishment the blood of one from another, i. e. to exact of the murderer the penalty of his crime (A. V. avenge one's blood on or at the hand of): Rev 6:10; Rev 19:2; see ἐκ, I. 7. (In Greek authors from (Apollod.), Diodorus down.)
G1557	G1557	G1557 — ἐκδίκησις ἐκδικήσεως, ἡ (ἐκδικέω, which see), the Sept. for נְקָמָה and נָקָם, פְּקֻדָּה, מִשְׁפָּט (Eze 16:38; Eze 23:45) and שְׁפָטִים; a revenging; vengeance, punishment: Rom 12:19 and Heb 10:30 from Deu 32:35; 2Co 7:11; Luk 21:22; ποιεῖν τήν ἐκδίκησιν τίνος, to vindicate one from wrongs, accomplish the avenging of, Luk 18:7f; τίνι, to avenge an injured person, Act 7:24 (Jdg 11:36); ἐκδίκησις τίνος, objec. genitive, the punishment of one, 1Pe 2:14; διδόναι ἐκδίκησιν τίνι, to inflict punishment on (render vengeance to) one, 2Th 1:8; cf. (Sir. 12:6); Eze 25:14. (Polybius 3, 8, 10.)
G1558	G1558	G1558 — ἔκδικος ἔκδικον (δίκη right, justice, penalty); 1. "without law and justice (cf. Latinexlex), unjust": Aeschylus, Sophocles, Euripides, Aelian n. an. 16, 5. 2. exacting penalty from (ἐκ) one; an avenger, punisher: Rom 13:4; περί τίνος, 1Th 4:6; (Wis. 12:12; Sir. 30:6; 4 Macc. 15:26 (29); (Plutarch, de garrul. § 14, p. 509 f.); Herodian, 7, 4, 10 (5th edition, Bekker; others)).
G1559	G1559	G1559 — ἐκδιώκω : future ἐκδιώξω; 1 aorist ἐξεδιωξα; 1. to drive out, banish: τινα, Luk 11:49 (here WH Tr marginal reading διώξουσιν; some refer this to 2); (Thucydides 1, 24; Lucian, Tim. 10; the Sept. 1Ch 8:13; Joe 2:20, etc.). 2. to pursue equivalent to to persecute, oppress with calamities: τινα, 1Th 2:15 (some refer this to 1); (Psalm 118:157; Sir. 30:19; Demosthenes, 883, 27).
G1560	G1560	G1560 — ἔκδοτος ἔκδοτον (ἐκδίδωμι), given over, delivered up, (to enemies, or to the power, the will, of someone): λαμβάνειν τινα ἔκδοτον, Act 2:23 (but λαβόντες is rejected by G L T Tr WH); διδόναι or ποιεῖν τινα ἔκδοτος Herodotus 3, 1; Demosthenes, 648, 25; Josephus, Antiquities 6, 13, 9; Palaeph. 41, 2; others; Bel and the Dragon, verse Bel 1:22 ; ἑαυτόν ἔκδοτος διδόναι τῷ θανάτῳ, Ignatius ad Smyrn. 4, 2 [ET].
G1561	G1561	G1561 — ἐκδοχή ἐκδοχης, ἡ (ἐκδέχομαι), the act or manner of receiving from; hence, in secular authors. 1. reception. 2. succession. 3. (a taking in a certain sense, i. e.) interpretation. 4. once in the sacred writings, expectation, awaiting (cf. ἐκδέχομαι, 2): Heb 10:27.
G1562	G1562	G1562 — ἐκδύω : 1 aorist ἐξεδυσα; 1 aorist middle ἐξεδυσάμην; (δύω); to take off: τινα, to strip one of his garments, Mat 27:28 (L WH marginal reading ἐνδυς.); Luk 10:30; τινα τί (as in Greek from Homer down) (a thing from a person): Mat 27:31; Mar 15:20; middle, to take off from oneself, to put off one's raiment (Xenophon, Ag. 1, 28; Hell. 3, 4, 19); figuratively, to put off the body, the clothing of the soul (A. V. be unclothed): 2Co 5:4; the reading ἐκδυσάμενοι, adopted in 2Co 5:3 by certain critics (e. g. Mill, Tdf. 7, Reiche, others), is due to a correction by the copyists; see γυμνός, 1 d. (Compare: ἀπεκδύομαι.)
G1563	G1563	G1563 — ἐκεῖ adverb of place, there; a. properly: Mat 2:13, Mat 2:15; Mat 5:24, and frequent. In Luk 13:28; ἐκεῖ is not used for ἐν ἐκείνῳ τῷ καιρῷ followed by ὅταν (at that time... when etc.), but means in that place whither ye have been banished; cf. Meyer at the passage οἱ ἐκεῖ, namely, ὄντες, standing there, Mat 26:71 (Tr marginal reading αὐτοί ἐκεῖ). It answers to a relative adverb: οὗ τό πνεῦμα, ἐκεῖ ἐλευθερία, 2Co 3:17 Rec.; Mat 6:21; Mat 18:20; Mat 24:28; Mar 6:10; Luk 12:34; Hebraistically, where a preceding adverb or relative pronoun has already attracted the verb, ἐκεῖ is added to this verb pleonastically: Rev 12:6 G T Tr WH (ὅπου ἔχει ἐκεῖ τόπον), Rev 12:14 (ὅπου τρέφεται ἐκεῖ); cf. Deu 4:5, Deu 4:14, Deu 4:26; Deu 4:1 Macc. 14:34, and what was said, p. 86{b}, 5 on the pronoun αὐτός after a relative. b. by a negligent use common also in the classics it stands after verbs of motion for ἐκεῖσε, thither: so after ἀπέρχομαι, Mat 2:22; μεταβαίνω, Mat 17:20; ὑπάγω, Joh 11:8; ἔρχομαι, Joh 18:3; προπέμπομαι, Rom 15:24; cf. Lob. ad Phryn., pp. 43f, 128; Hermann on Sophocles Antig. 515; Trachin. 1006; Alexander Buttmann (1873) on Philoct. 481; Winers Grammar, § 54, 7; Buttmann, 71 (62) and 378 (324).
G1564	G1564	G1564 — ἐκεῖθεν adverb of place, thence, from that place (A. V. sometimes from thence): Mat 4:21; Mar 6:1; Luk 9:4; Joh 4:43; Act 13:4; and often in the historical books of the N. T. οἱ ἐκεῖθεν elliptically for οἱ ἐκεῖθεν, διαβῆναι, θέλοντες, Luk 16:26 (where L WH omit οἱ).
G1565	G1565	G1565 — ἐκεῖνος ἐκείνῃ, ἐκεῖνο (from ἐκεῖ, properly, the one there, cf. German dortig,derdort), demonstrative pronoun, that man, woman, thing (Latinille,illa,illud); properly of persons, things, times, places somewhat remote from the speaker. 1. used absolutely, a. in antithesis, referring to the more remote subject: opposed to οὗτος, Luk 18:14; Jam 4:15; ὑμῖν... ἐκείνοις, Mat 13:11; Mar 4:11; ἐκεῖνοι... ἡμεῖς, Heb 12:25; ἄλλοι... ἄλλοι... ἐκεῖνος, Joh 9:9; ἐκεῖνον... ἐμέ, Joh 3:30; οἱ Ἰουδαῖοι... ἐκεῖνος δέ, Joh 2:20f; ὁ μέν κύριος Ἰησοῦς (R G T omit Ἰησοῦς WH Tr marginal reading brackets)... ἐκεῖνοι δέ, Mar 16:19f, etc. b. of noted persons (as in classic Greek): in a bad sense, that notorious man, Joh 7:11; Joh 9:28; in a good sense — of the Lord Jesus, 1Jo 2:6; 1Jo 3:3, 1Jo 3:5, 1Jo 3:7, 1Jo 3:16; 1Jo 4:17; of the Holy Spirit, with an apposition added, ἐκεῖνος, τό πνεῦμα τῆς ἀληθείας, Joh 16:13. c. referring to a noun immediately preceding, he, she, it, (Latinis,ea,id, German selbiger): Joh 7:45; Joh 5:46; Mar 16:11; Act 3:13, etc.; cf. Winers Grammar, § 23, 1; (Buttmann, 104 (91). Here perhaps may be noticed its use together with αὐτός of the same subject in the same sentence: ἐζωγρημένοι ὑπ' αὐτοῦ (i. e. the devil) εἰς τό ἐκείνου θέλημα, 2Ti 2:26; cf. Thucydides 1, 132, 6; 4, 29, 3; Xenophon, Cyril 4, 5, 20; see Riddell, the Apology of Plato, Appian, § 49; Kühner, § 467, 12; cf. ζωγρέω 2); equivalent to an emphatic (German er) he, etc., Mat 17:27; Joh 1:8; Joh 5:43; Tit 3:7; equivalent to the forcibly uttered German der (that one etc.), in which sense it serves to recall and lay stress upon nouns just before used (cf. our resumptive the same; Winer's Grammar, § 23, 4): Joh 1:18; Joh 5:39; Joh 12:48; Joh 14:26; Joh 15:26; especially is it thus resumptive of a subject expressed participially (Buttmann, 306 (262f)): Mar 7:15 (T WH omit; Tr brackets the pronoun), Mar 7:20; Joh 1:33; Joh 9:37 (ἐκεῖνος ἐστιν, namely, ὁ υἱός τοῦ Θεοῦ, see εἰμί, II. 5); Joh 10:1; Joh 14:21; Rom 14:14; 2Co 10:18; (Xenophon, Cyril 6, 2, 33 ὁ γάρ λογχην ἀκονων, ἐκεῖνος καί τήν ψυχήν τί παρακονα). d. followed by ὅτι, Mat 24:43; followed by ὅς, Joh 13:26; Rom 14:15. 2. joined with nouns, and then the noun with the article either precedes, or (somewhat more rarely) follows it (Winers Grammar, 162 (153)) (Buttmann, 119f (104f)); a. in contrasts: ἡ πρώτη ἐκείνῃ, Heb 8:7. b. used to distinguish accurately from others the things or the persons spoken of, (German selbig): Mat 7:25, Mat 7:27; Mat 10:15; Mat 18:32; Mar 3:24; Luk 6:48; Joh 18:15, and often; especially of Time — and of time past: ἐν ταῖς ἡμέραις ἐκείναις, הָהֵם בַּיָמִים, at that time which has been spoken of; said of time which the writer either cannot or will not define more precisely and yet wishes to be connected with the time of the events just narrated: Mat 3:1; Mar 1:9; Mar 8:1; Luk 2:1 (Exo 2:11; Jdg 18:1; 1Sa 28:1); cf. Fritzsche on Matthew, p. 106f; at the time under consideration: Luk 4:2; Luk 9:36; the same phrase is used of time future: Mat 24:19; Act 2:18 (from Joe 2:29 ()); Rev 9:6; likewise in the singular, ἐν ἐκείνῃ τῇ ἡμέρα, Luk 17:31; Joh 16:23, Joh 16:26. But the solemn phrase ἐκείνῃ ἡ ἡμέρα, or ἡ ἡμέρα ἐκείνῃ, simply sets future time in opposition to the present, that fateful day, that decisive day, when the Messiah will come to judge: Mat 7:22; Luk 6:23; Luk 10:12; 2Th 1:10; 2Ti 1:12, 2Ti 1:18; Rev 16:14 (where L T Tr WH omit ἐκείνης); so in the phrase ὁ αἰών ἐκεῖνος, Luk 20:35. 3. ἐκείνης (in Rec. δἰ ἐκείνης), scil. ὁδοῦ, adverbially, (by) that way: Luk 19:4; Winers Grammar, § 64, 5; (Buttmann, 171 (149); see ποῖος, at the end). John's use of the pronoun ἐκεῖνος is discussed by Steitz in the Studien und Kritiken for 1859, p. 497ff; 1861, p. 267ff, and by Alex. Buttmann, ibid. 1860, p. 505ff and in Hilgenfeld's Zeitsch. für wissenschaftl. Theol. 1862, p. 204ff; Buttmann clearly proves in opposition to Steitz that John's usage deviates in no respect from the Greek; Steitz, however, resorts to psychological considerations in the case of Joh 19:35 (regarding ἐκεῖνος there as expressing the writer's inward assurance. But Steitz is now understood to have modified his published views.)
G1566	G1566	G1566 — ἐκεῖσε adverb of place, thither, toward that place: Act 21:3, on which see Winer's Grammar, 349 (328); used for ἐκεῖ in the pregnant construction τούς ἐκεῖσε ὄντας, collected there, Act 22:5 (Acta Thomae § 8); cf. Winer's Grammar, § 54, 7.
G1567	G1567	G1567 — ἐκζητέω ἐκζήτω; 1 aorist ἐξεζήτησα; passive, 1 aorist ἐξεζητήθην; 1 future ἐκζητηθήσομαι; (ἐκ out from a secret place, from all sides); the Sept. very often for דָּרַשׁ, also for בִּקֵּשׁ, etc.; a. to seek out, search for: properly, τινα, 1 Macc. 9:26; figuratively: τόν κύριον, τόν Θεόν, to seek the favor of God, worship him, Act 15:17; Rom 3:11 (Tr marginal reading WH marginal reading ζητῶν); Heb 11:6 (Psa 13:2; Psa 33:5; (Psa 34:5); Psa 68:33; Amo 5:4, etc.). b. to seek out i. e. investigate, scrutinize: τί, Sir. 39:1, 3; περί τίνος, to examine into anything, 1Pe 1:10, where it is joined with ἐξερευναν (to seek out and search out), as in 1 Macc. 9:26. c. to seek out for oneself, beg, crave: Heb 12:17. d. to demand back, require: τό αἷμα τῶν προφητῶν ἀπό τῆς γενεάς ταύτης, to take vengeance on this generation for the slaughter of the prophets (after the Hebrew, cf. 2Sa 4:11; Eze 3:18; see ἐκ, I. 7): Luk 11:50 (51). (In secular authors thus far only a single passage has been noted in which this word appears, Aristid. or. 8, i., p. 488 (i. e. orat. 38, i., p. 726, Dindorf edition).)
G1568	G1568	G1568 — ἐκθαμβέω ἐκθαμβω: Passive (present ἐκθαμβοῦμαι); 1 aorist ἐξεθαμβήθην; (ἔκθαμβος, which see); 1. transitive, to throw into amazement or terror; to alarm thoroughly, to terrify: Sir. 30:9; (Job 33:7 Aq., Complutensian). 2. intransitive, to be struck with amazement; to be thoroughly amazed, astounded; in Greek writings once, the Orphica Arg. 1217. In the N. T. only in the passive and by Mark: to be amazed, for joy at the unexpected coming of Christ, ; to be struck with terror, f; joined with ἀδημονεῖν, .
G1569	G1569	G1569 — ἔκθαμβος ἔκθαμβον (θάμβος, cf. ἔκφοβος), quite astonished, amazed: Act 3:11. (Polybius 20, 10, 9. Ecclesiastical and Byzantine writings; terrifying, dreadful, Dan 12:7 Theod..)
G1570	G1570	G1570 — ἔκθετος ἐκθετον (ἐκτίθημι), cast out, exposed: ποιεῖν ἔκθετα (equivalent to ἐκτιθεναι) τά βρέφη, Act 7:19. (Euripides, Andr. 70; (Manetho, apoteles. 6, 52).)
G1571	G1571	G1571 — ἐκκαθαίρω : 1 aorist ἐξεκάθαρα (on the ἆ cf. Buttmann, 41 (35)); (ἐκ either equivalent to utterly or for ἐκ τίνος); in Greek writings from Homer, Iliad 2, 153 down; to cleanse out, clean thoroughly: ἐμαυτόν ἀπό τίνος, to avoid defilement from one and so keep oneself pure, 2Ti 2:21; with the accusative of the thing by the removal of which something is made clean (A. V. purge out), 1Co 5:7. (For צָרַף equivalent to to cleanse, Jdg 7:4 variant; for בִּעֵר equivalent to to take away, Deu 26:13.)
G1572	G1572	G1572 — ἐκκαίω : 1 aorist passive ἐξεκαυθην; 1. to burn out. 2. to set on fire. passive to be kindled, to burn (Herodotus and following; often in the Sept.): properly, of fire; metaphorically, of the fire and glow of the passions (of anger, Job 3:17; Sir. 16:6, and often in Plutarch); of lust, Rom 1:27 (Alciphron 3, 67 οὕτως ἐξεκαυθην εἰς ἐρωτᾷ).
G1573	G1573	G1573 — ἐκκακέω ἐκκάκω; (1 aorist ἐξεκάκησα); (κακός); to be utterly spiritless, to be wearied out, exhausted; see ἐγκακέω (cf. Winers Grammar, 25).
G1574	G1574	G1574 — ἐκκεντέω ἐκκέντω: 1 aorist ἐξεκέντησά; 1. to put out, dig out: τά ὄμματα, Aristotle, h. a. 2, 17 (p. 508{b}, 6); 6, 5. 2. to dig through, transfix, pierce: τινα, Rev 1:7; ὄψονται εἰς ὅν (i. e. εἰς τοῦτον, ὅν (cf. Winer's Grammar, 158 (150))) ἐξεκέντησαν, Joh 19:37. (Polybius 5, 56, 12; Polyaen. 5, 3, 8; for דָּקַר, Jdg 9:54; הָרַג to kill, Num 22:29. Num 22:2 Macc. 12:6. Cf. Fischer, De vitiis lexicc. etc., p. 540f.)
G1575	G1575	G1575 — ἐκκλάω : 1 aorist passive ἐξεκλασθην; to break off; to cut off: Rom 11:17, Rom 11:19, Rom 11:20 R G T WH (on this verse see κλάω). (the Sept. Lev 1:17; Plato, rep. 10, p. 611 d.; Plutarch, Alciphron, others.)
G1576	G1576	G1576 — ἐκκλείω : 1 aorist infinitive ἐκκλεῖσαι; 1 aorist passive ἐξεκλείσθην; (from (Herodotus) Euripides down); to shut out: Gal 4:17 (viz. from contact with me and with teachers cooperating with me); equivalent to to turn out of doors: to prevent the approach of one, passive in Rom 3:27.
G1577	G1577	G1577 — ἐκκλησία ἐκκλεσιας, ἡ (from ἔκκλητος called out or forth, and this from ἐκκαλέω); properly, a gathering of citizens called out from their homes into some public place; an assembly; so used 1. among the Greeks from Thucydides (cf. Herodotus 3, 142) down, an assembly of the people convened at the public place of council for the purpose of deliberating: Act 19:39. 2. in the Sept. often equivalent to קָהָל, the assembly of the Israelites, Jdg 21:8; 1Ch 29:1, etc., especially when gathered for sacred purposes, Deu 31:30 (Deu 32:1); Jos 8:35 (Jos 9:8), etc.; in the N. T. thus in Act 7:38; Heb 2:12. 3. any gathering or throng of men assembled by chance or tumultuously: Act 19:32, Act 19:41. 4. in the Christian sense, a. an assembly of Christians gathered for worship: ἐν ἐκκλησία, in the religious meeting, 1Co 14:19, 1Co 14:35; ἐν ταῖς ἐκκλησίαις, 1Co 14:34; συνέρχεσθαι ἐν ἐκκλησία, 1Co 11:18; cf. Winers Grammar, § 50, 4a. b. a company of Christians, or of those who, hoping for eternal Salvation through Jesus Christ, observe their own religious rites, hold their own religious meetings, and manage their own affairs according to regulations prescribed for the body for order's sake; aa. those who anywhere, in city or village, constitute such a company and are united into one body: Act 5:11; Act 8:3; 1Co 4:17; 1Co 6:4; Phi 4:15; 3Jo 1:6 (cf. Winer's Grammar, 122 (116)); with specification of place, Act 8:1; Act 11:22; Rom 16:1; 1Co 4:17; 1Co 6:4; Rev 2:1, Rev 2:8, etc.; Θεσσαλονικέων, 1Th 1:1; 2Th 1:1; Λαοδικέων, Col 4:16; with the genitive of the possessor, τοῦ Θεοῦ (equivalent to יְהוָה קֲהַל, Num 16:3; Num 20:4), 1Co 11:22; and mention of the place, 1Co 1:2; 2Co 1:1. Plural, αἱ ἐκκλησίαι: Act 15:41; 1Co 7:17; 2Co 8:19; Rev 1:4; Rev 3:6, etc.; with τοῦ Θεοῦ added, 1Th 2:14; 2Th 1:4; τοῦ Χριστοῦ, Rom 16:16; with mention of the place, as τῆς Ἀσίας, Γαλατίας, etc.: 1Co 16:1, 1Co 16:19; 2Co 8:1; Gal 1:2; τῆς Ἰουδαίας ταῖς ἐν Χριστῷ, joined to Christ (see ἐν, I. 6b.), i. e. Christian assemblies, in contrast with those of the Jews, Gal 1:22; ἐκκλησίαι τῶν ἐθνῶν, gathered from the Gentiles, Rom 16:4; τῶν ἁγίων, composed of the saints, 1Co 14:33. ἡ ἐκκλησία κατ' οἶκον τίνος, the church in one's house, i. e. the company of Christians belonging to a person's family; others less aptly understand the phrase of the Christians accustomed to meet for worship in the house of someone (for as appears from 1Co 14:23, the whole Corinthian church was accustomed to assemble in one and the same place; (but see Lightfoot on Col 4:15)): Rom 16:5; 1Co 16:19; Col 4:15; Phi 1:2. The name ἡ ἐκκλησία is used even by Christ while on earth of the company of his adherents in any city or village: Mat 18:17. bb. the whole body of Christians scattered throughout the earth; collectively, all who worship and honor God and Christ in whatever place they may be: Mat 16:18 (where perhaps the Evangelist employs τήν ἐκκλησίαν although Christ may have said τήν βασιλείαν μου); 1Co 12:28; Eph 1:22; Eph 3:10; Eph 5:23ff,27,29,32; Phi 3:6; Col 1:18, Col 1:24; with the genitive of the possessor: τοῦ κυρίου, Act 20:28 (R Tr marginal reading WH τοῦ Θεοῦ); τοῦ Θεοῦ, Gal 1:13; 1Co 15:9; 1Ti 3:15. cc. the name is transferred to the assembly of faithful Christians already dead and received into heaven: Heb 12:23 (on this passage see in ἀπογράφω, b. and πρωτότοκος, at the end). (In general, see Trench, § 1, and B. D. under the word , especially American edition; and for patristic usage Sophocles Lexicon, under the word.)
G1578	G1578	G1578 — ἐκκλίνω (Rom 16:17 T Tr WH); 1 aorist ἐξέκλινα; in Greek writings from Thucydides down; the Sept. chiefly for סוּר and נָטָה; intransitive, to turn aside, deviate (from the right way and course, Mal 2:8 (cf. Deu 5:32)); metaphorically and absolutely, to turn (oneself) away (Buttmann, 144f (126f); Winer's Grammar, 251 (236)), either from the path of rectitude, Rom 3:12 (Psa 13:3); or from evil (amalisdeclinare, Cicero, Tusc. 4, 6): ἀπό κακοῦ, 1Pe 3:11 (Psa 33:15; Psalm 36:27; Pro 3:7); ἀπό with the genitive of person to turn away from, keep aloof from, one's society; to shun one: Rom 16:17 (οὕς, Ignatius ad Eph. 7, 1 [ET]).
G1579	G1579	G1579 — ἐκκολυμβάω ἐκκολυμβω: 1 aorist participle ἐκκολυμβήσας; to swim out of: Act 27:42. (Euripides, Hel. 1609; Diodorus, Dionysius Halicarnassus).
G1580	G1580	G1580 — ἐκκομίζω : imperfect passive ἐξεκομιζομην; to carry out; a dead man for burial (Polybius 35, 6, 2; Plutarch, Agis 21; Herodian, 2, 1, 5 (2nd edition, Bekker), etc.; in Latinefferre): Luk 7:12.
G1581	G1581	G1581 — ἐκκόπτω : future ἐκκόψω; 1 aorist imperative ἔκκοψον, subjunctive ἐκκόψω; (passive, present ἐκκόπτομαι); 2 aorist ἐξεκοπην; 2 future ἐκκοπήσομαι; to cut out, cut off; a. properly: of a tree, Mat 3:10; Mat 7:19; Luk 3:9; Luk 13:7, Luk 13:9 (Herodotus 9, 97, etc.); a hand, an eye: Mat 5:30; Mat 18:8 (τόν ὀφθυλμον, Demosthenes, p. 744 (13) 17); passive ἐκ τίνος, a branch from a tree, Rom 11:22, Rom 11:24. b. figuratively: τήν ἀφορμήν, to cut off occasion, 2Co 11:12 (τήν ἐλπίδα, Job 19:10). In 1Pe 3:7 read ἐγκόπτεσθαι; see ἐγκόπτω.
G1582	G1582	G1582 — ἐκκρέμαμαι (middle of ἐκκρεμάννυμι, cf. Alexander Buttmann (1873) Ausf. Spr. 2:224f; (Veitch, under the word, κρέμαμαι); Buttmann, 61 (53)): (imperfect ἐξεκρεμαμην); to hang from: ἐξεκρέματο αὐτοῦ ἀκούων, hung upon his lips (Vergil Aen. 4, 79), Luk 19:48, where T WH ἐξεκρεμετο, after manuscripts א B, a form which T conjectures "avulgariusuhaudalienumfuisse;" (cf. Buttmann, as above; WHs Appendix, p. 168). (Plato, Philo, Plutarch, others.)
G1583	G1583	G1583 — ἐκλαλέω ἐκλάλω: 1 aorist infinitive ἐκλαλῆσαι; to speak out, divulge: τίνι, followed by ὅτι, Act 23:22. (Judith 11:9; Demosthenes, Philo, Dio Cassius, others.)
G1584	G1584	G1584 — ἐκλάμπω : future ἐκλαμψω; to shine forth: Mat 13:43; Dan 12:3 variant (Greek writings from Aeschylus down.)
G1585	G1585	G1585 — ἐκλανθάνω : to cause to forget; middle, to forget; perfect ἐκλέλησμαι, followed by the genitive: Heb 12:5. (Homer and following.)
