# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G0081	G0081	ἀδελφότης	000081000000000	000081001001000	11.22	011002	Socio-Religious	an association of persons having a strong sense of unity	—	brotherhood; fellow believers	It is often quite impossible to speak of fellow Christians as ‘the brothers and sisters,’ since a number of receptor languages do not permit this type of extension of meaning from an underlying base meaning ‘brother’ or ‘sister.’ Therefore, it may be necessary to speak of ‘fellow believers’ or ‘those who believe together with others’ or ‘those who likewise believe.’ See also discussion at {D:11.23}.
G0082	G0082	ἄδηλος	000082000000000	000082001001000	24.95	024007	General Sensory Perception	pertaining to not being perceived	—	not evident; not perceived; unseen; unmarked	Though in Greek ἄδηλος may designate anything which is unperceived by any of the senses, in {S:04201104400018} the most evident sense involved would be sight, and therefore one may translate ‘because you are like graves that cannot be seen.’
G0083	G0083	ἀδηλότης	000083000000000	000083001001000	71.20	071003	Certain, Uncertain	the uncertainty of some event or state	—	uncertainty	—
G0084	G0084	ἀδήλως	000084000000000	000084001001000	30.65	030004	To Intend, To Purpose, To Plan	pertaining to being without a special goal or purpose	—	without purpose; unintentionally; aimlessly	In a number of languages ‘aimlessly’ may be rendered simply as ‘without having some goal’ or ‘without some reason’ or ‘without trying to accomplish something.’
G0085	G0085	ἀδημονέω	000085000000000	000085001001000	25.247	025021	Worry, Anxiety, Distress, Peace	to be distressed and troubled, with the probable implication of anguish	—	to be troubled; to be upset; to be distressed	—
G0086	G0086	ᾅδης	000086000000000	000086001001000	1.19	001003	Regions Below the Surface of the Earth	a place or abode of the dead, including both the righteous and the unrighteous (in most contexts ᾅδης[a] is equivalent to the Hebrew term Sheol)	—	the world of the dead; Hades	There are several problems involved in rendering ᾅδης[a] as world of the dead, since in some languages this may be interpreted as suggesting that there are two different earths, one for the living and another for the dead. In such cases, ᾅδης[a] may be more satisfactorily rendered as ‘where the dead are’ or ‘where the dead remain.’|In {S:04201602300008} ᾅδης[a] obviously involves torment and punishment. These aspects are important supplementary features of the word ᾅδης[a] but are not integral elements of the meaning. In {S:04201602300008}, however, it may be appropriate to use a term which is equivalent to Greek {L:γέεννα<SDBG:γέεννα:000000>} meaning hell (see {D:1.21}). It is indeed possible that in addressing a GrecoRoman audience Luke would have used ᾅδης in a context implying punishment and torment, since this was a typical Greco-Roman view of the next world. But since Luke also uses {L:γέεννα<SDBG:γέεννα:000000>}, as in {S:04201200500032}, it is possible that the choice of ᾅδης in {S:04201602300008} reflects Luke’s intent to emphasize the fact that ᾅδης[a] includes both the unrighteous and the righteous.
G0086	G0086	ᾅδης	000086000000000	000086001002000	23.108	023007	Live, Die	(a figurative extension of meaning of {L:ᾅδης<SDBG:ᾅδης:000000>}[a] Hades, {D:1.19}, as a personification of the power of Hades as the place of the dead)	—	death; power of death	In {S:04601505500016} ᾅδη is a variant reading in the apparatus of θάνατε ‘death’ ({D:23.99}).|In some languages it is extremely difficult to personify death except as a reference to some demon which may cause death, but this, of course, is not the reference in this passage. The closest equivalent in some languages is ‘how can death be victorious?’ or ‘death cannot be victorious.’ In some instances it may be necessary to represent the personification as ‘you who cause death,’ and thus this expression in {S:04601505500000} may be translated as ‘you who cause death will not always be victorious’ or ‘… will not in the end be victorious.’
G0086	G0086	ᾅδης	000086000000000	000086001003000	12.50	012002	Supernatural Powers	(an idiom, literally: gates of Hades) death as an impersonal supernatural power	—	death	Some scholars, however, understand πύλαι ᾅδου to mean Satanic powers of evil.
G0087	G0087	ἀδιάκριτος	000087000000000	000087001001000	88.242	088030	Show Favoritism, Prejudice	pertaining to not being prejudiced	—	impartial; free from prejudice	—
G0088	G0088	ἀδιάλειπτος	000088000000000	000088001001000	68.55	068004	Cease, Stop	pertaining to not ceasing from some continuous activity	—	not ceasing; not stopping; unceasingly; continuously	—
G0089	G0089	ἀδιαλείπτως	000089000000000	000089001001000	68.55	068004	Cease, Stop	pertaining to not ceasing from some continuous activity	—	not ceasing; not stopping; unceasingly; continuously	—
G0090	G0090a	ἀφθορία	000860000000000	000860001001000	88.43	088005	Honesty, Sincerity	the quality of integrity as an expression of moral soundness	—	integrity; sincerity	—
G0091	G0091	ἀδικέω	000090000000000	000090001001000	20.25	020002	Harm, Wound	to hurt or to harm, with the implication of doing something which is wrong and undeserved	—	to harm; to hurt	—
G0091	G0091	ἀδικέω	000090000000000	000090001002000	88.22	088002	Just, Righteous	to do that which is unjust or unrighteous	—	to act unjustly; to do what is wrong	—
G0091	G0091	ἀδικέω	000090000000000	000090001003000	88.128	088016	Treat Badly	to mistreat by acting unjustly toward someone	—	to act unjustly toward; to mistreat	It is also possible to understand ἀδικέω in {S:04002001300018} as to act unjustly toward (see {D:88.22}).
G0092	G0092	ἀδίκημα	000091000000000	000091001001000	88.23	088002	Just, Righteous	(derivative of {L:ἀδικέω<SDBG:ἀδικέω:000001>}[b] ‘to act unjustly,’ {D:88.22}) what is done in an unrighteous or unjust manner	—	unrighteous act; crime	—
G0093	G0093	ἀδικία	000092000000000	000092001001000	88.21	088002	Just, Righteous	an activity which is unjust	—	unjust deed; unrighteousness; doing what is unjust	—
G0094	G0094	ἄδικος	000093000000000	000093001001000	88.20	088002	Just, Righteous	pertaining to not being right or just	—	unjust; unjustly; unrighteous	—
G0094	G0094	ἄδικος	000093000000000	000093002001000	11.20	011002	Socio-Religious	a person who is not a member of the Christian community and by implication possibly unjust or not in a right relation with God	—	unbeliever; not a follower of Christ	—
G0095	G0095	ἀδίκως	000094000000000	000094001001000	88.20	088002	Just, Righteous	pertaining to not being right or just	—	unjust; unjustly; unrighteous	—
G0095	G0095a	Ἀδμίν	000095000000000	000095001001000	93.13	093001	Persons	a person in the genealogy of Jesus	—	Admin	—
G0096	G0096	ἀδόκιμος	000096000000000	000096001001000	88.111	088015	Bad, Evil, Harmful, Damaging	pertaining to not being in accordance with what is right, appropriate, or fitting	—	not fitting; what should not be done; bad	—
G0096	G0096	ἀδόκιμος	000096000000000	000096001002000	65.13	065001	Valuable, Lacking in Value	pertaining to having been proven worthless	—	of no value; valueless; worth nothing	—
G0097	G0097	ἄδολος	000097000000000	000097001001000	79.98	079020	Pure, Unadulterated, Undiluted	pertaining to being pure, with the implication of not being adulterated	—	unadulterated; pure	—
G0098	G0098	Ἀδραμυττηνός	000098000000000	000098001001000	93.390	093002	Places	(derivative of Ἀδραμύττιον ‘Adramyttium,’ not occurring in the NT) pertaining to Adramyttium, a seaport in Mysia	—	of Adramyttium	—
G0099	G0099	Ἀδρίας	000099000000000	000099001001000	93.391	093002	Places	body of water between Italy and the Balkan peninsula	—	Adriatic Sea	—
G0100	G0100	ἁδρότης	000100000000000	000100001001000	59.60	059006	Abundance, Excess, Sparing	an abundant amount, with the implication of generosity	—	abundance; generous gift	—
G0101	G0101	ἀδυνατέω	000101000000000	000101001001000	71.3	071001	Possible, Impossible	pertaining to being impossible, presumably because of a lack of power to alter or control circumstances	—	impossible	In view of the double negation in {S:04200103700006}, it is often better to translate it as a positive statement, for example, ‘God can do anything.’
G0102	G0102	ἀδύνατος	000102000000000	000102001001000	74.22	074	Able, Capable	pertaining to not being able to do or experience something	—	incapable; not being able	In {S:04501500100018} οἱ δυνατοί refers to capability with respect to faith and τῶν ἀδυνάτων refers, conversely, to those who are incapable with respect to faith. In some languages, therefore, it may be possible to use a similar biblical phrase, weak in the faith.|In many languages the appropriate equivalent of {S:04401400800008} would be but in Lystra there was a man who was crippled.
G0102	G0102	ἀδύνατος	000102000000000	000102001002000	71.3	071001	Possible, Impossible	pertaining to being impossible, presumably because of a lack of power to alter or control circumstances	—	impossible	In {S:05800600400002} the use of ἀδύνατον seems to be an instance of hyperbole in view of the warnings against apostasy (see {S:05800501100000-05800601200000}). Therefore, one may translate ἀδύνατον in {S:05800600400002} as ‘it is extremely difficult to.’ TEV introduces a rhetorical question to express strong doubt, “for how can those who abandon their faith be brought back to repent again?”
G0103	G0103	ᾄδω	000103000000000	000103001001000	33.109	033007	Sing, Lament	to utter words in a melodic pattern	—	to sing	—
G0104	G0104	ἀεί	000104000000000	000104001001000	67.86	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	duration of time, either continuous or episodic, but without limits	—	always; constantly; continually	In some languages there may be problems involved in rendering ἀεί or διὰ παντός[b], since there may be a basic distinction between (a) continuous activity and (b) activity which may be defined as episodic in that it regularly recurs in related episodes. For example, in {S:04700601000006} the fact of being glad may be related specifically to the occasions of being saddened, while in {S:04001801000034} the focus of meaning is probably upon the continuous nature of the relation.
G0105	G0105	ἀετός	000105000000000	000105001001000	4.42	004002	Birds	generic word for a large bird of prey; genus Aquila, but may include others, esp. vulture	—	eagle; vulture	In {S:06601201400018} the emphasis is upon strength and speed, and therefore a term meaning ‘eagle’ is probably more satisfactory, but in {S:04002402800018} (and the parallel passages in {S:04201703700034}) the reference is to the eating of dead flesh, and therefore a word meaning ‘vultures’ is more appropriate.|The basic distinction between eagles and vultures is that the former either capture their prey or feed upon dead carcasses, while vultures only feed upon dead carcasses. Only in the Western Hemisphere are there two distinct families of birds: (1) birds of prey, which also feed upon dead bodies (eagles) and (2) vultures, which never take live prey, but only feed upon carcasses.
G0106	G0106	ἄζυμος	000106000000000	000106001001000	5.13	005001	Food	pertaining to the absence of yeast	—	without yeast; not having yeast; unleavened	The phrase ‘unleavened bread’ may be rendered as ‘bread made without yeast’ or ‘bread which does not rise.’ Perhaps a more difficult problem is involved in the relationship of ‘days’ to ‘unleavened bread,’ and accordingly, the expression ‘the days of Unleavened Bread’ may be rendered as ‘the days when people ate bread that had no yeast.’ Except for {S:04600500700022}, in which ἄζυμος occurs in a highly figurative passage referring to pure and true life, this term is used exclusively in reference to the feast or festival of Unleavened Bread.
G0107	G0107	Ἀζώρ	000107000000000	000107001001000	93.14	093001	Persons	a person in the genealogy of Jesus ({S:04000101300030})	—	Azor	—
G0108	G0108	Ἄζωτος	000108000000000	000108001001000	93.392	093002	Places	a city on the coast of southern Palestine; the Ashdod of the OT	—	Azotus	—
G0109	G0109	ἀήρ	000109000000000	000109001001000	1.6	001002	Regions Above the Earth	the space immediately above the earths surface, and not including the dome arching over the earth	—	air	The expression εἰς ἀέρα λαλοῦντες, literally ‘talking into the air,’ may be regarded as a type of idiom meaning ‘talking to no purpose’ or ‘talking without anyone understanding.’ Accordingly, ἔσεσθε γὰρ εἰς ἀέρα λαλοῦντες may be rendered as ‘you will be talking, but no one will understand’ or ‘you will be talking, but your words will not enter anyone.’ In {S:04402202300026}, κονιορτὸν βαλλόντων εἰς τὸν ἀέρα ‘throwing dust into the air,’ it may be more appropriate in a number of languages to say ‘throwing dust above themselves’ or simply ‘throwing dust up.’ A literal rendering of ‘throwing dust into the air’ might suggest in some languages that the air was some kind of a container in which the dust remained.|The Greek term ἀήρ in {S:06600900200046} (ἐσκοτώθη ὁ ἥλιος καὶ ὁ ἀὴρ ἐκ τοῦ καπνοῦ τοῦ φρέατος ‘the sun and the air were darkened by the smoke from the pit’) may very well be translated as ‘air,’ but since it is a reference primarily to space rather than to substance, it is more natural in a number of languages to say ‘the sky was darkened by the smoke from the pit.’
G0109	G0109	ἀήρ	000109000000000	000109001002000	2.2	002002	Air	air as an elemental substance	—	air	οὕτως πυκτεύω ὡς οὐκ ἀέρα δέρων ‘I do not box like someone hitting the air’ {S:04600902600024}. In some languages it may be quite impossible to translate literally ‘hitting the air,’ for since the air is not regarded as a kind of material substance, it is impossible to hit it. The closest equivalent may be ‘hitting nothing’ or possibly ‘as though hitting something.’
G0109	G0109	ἀήρ	000109000000000	000109001003000	1.7	001002	Regions Above the Earth	the space above the earth inhabited by and under the control of certain supernatural powers{N:001}	—	air; sky	In the context of {S:04900200200034} ἐξουσία is best understood as a collective and thus referring to the various supernatural powers regarded as inhabiting the area above the earth and thus controlling in many respects both the behavior and the fate of people. See also {D:12.44}.
G0109	G0109	ἀήρ	000109000000000	000109001004000	12.44	012002	Supernatural Powers	(title for supernatural forces and powers) a supernatural power having some particular role in controlling the destiny and activities of human beings	—	power; authority; lordship; ruler; wicked force	Some scholars have believed that it is possible to reconstruct at least in part some of the hierarchy represented by these various supernatural forces and powers, on the basis of the neoplatonic system of nine such powers arranged in three orders of three each. NT terminology and usage does not, however, lend itself to such a classification, and it is difficult, if not impossible, to determine what are the significant differences between these supernatural powers and forces.|For the most part, translators have endeavored to render the various terms in somewhat different ways, for example, ἐξουσία as ‘authority’; δύναμις as ‘power’; κυριότης as ‘ruler’; and phrases such as τὰ πνευματικὰ τῆς πονηρίας ἐν τοῖς ἐπουρανίοις as ‘wicked spiritual forces in the heavenly world.’ In a number of languages, however, there are simply not enough terms to designate various kinds of powers, authorities, and forces which could be employed in speaking of such supernatural impersonal powers. Accordingly, some translators have simply used a phrase such as ‘any and all kinds of supernatural powers.’ Where it is possible to make certain lexical distinctions between terms and phrases, this, of course, should be done, but in a number of contexts this may be impossible, and accordingly, some explanation in a marginal note may be required if the reader is to understand satisfactorily the intent of the passages in question.|In some instances a measure of meaning may be obtained by somewhat paraphrastic expressions. For example, {S:04900200200034} is rendered in some languages as ‘at that time you lived in the way in which the spirit that governs this world dictated you should live. This is the way the one who rules over the power in space commanded you to live. This is the very spirit that now commands the people who disobey God.’
G0110	G0110	ἀθανασία	000110000000000	000110001001000	23.126	023007	Live, Die	the state of not being subject to death (that which will never die)	—	immortality	The clause ‘who alone is immortal’ may be expressed in some languages as simply ‘he is the only one who never dies’ or ‘he is the only one who always exists.’
G0111	G0111	ἀθέμιτος	000111000000000	000111001001000	13.144	013004	Happen	pertaining to what is not allowed	—	not allowed; forbidden	—
G0111	G0111	ἀθέμιτος	000111000000000	000111001002000	88.143	088018	Act Lawlessly	pertaining to being bad and disgusting on the basis of not being allowed{N:001}	—	disgusting; bad	—
G0112	G0112	ἄθεος	000112000000000	000112001001000	12.2	012001	Supernatural Beings	pertaining to being without any relationship to God	—	being without God	—
G0113	G0113	ἄθεσμος	000113000000000	000113001001000	88.141	088018	Act Lawlessly	pertaining to refusing to be subjected to legal requirements	—	lawless; unruly; not complying with law	—
G0114	G0114	ἀθετέω	000114000000000	000114001001000	31.100	031009	Trust, Rely	(a figurative extension of meaning of ἀθετέω ‘to set aside,’ not occurring in the NT) to believe that something or someone cannot be trusted or relied on and hence to reject	—	to not rely on; to set aside; to reject	—
G0114	G0114	ἀθετέω	000114000000000	000114001002000	76.24	076	Power, Force	to refuse to recognize the validity of something	—	to reject; to regard as invalid; annulment	In {S:05801002800002} the rejection may express itself in disobedience.
G0115	G0115	ἀθέτησις	000115000000000	000115001001000	76.24	076	Power, Force	to refuse to recognize the validity of something	—	to reject; to regard as invalid; annulment	—
G0115	G0115	ἀθέτησις	000115000000000	000115001002000	13.36	013001	State	the process of causing something not to continue	—	removal of; to cause not to continue	—
G0116	G0116	Ἀθῆναι	000116000000000	000116001001000	93.393	093002	Places	a principal city of Greece	—	Athens	—
G0117	G0117	Ἀθηναῖος	000117000000000	000117001001000	93.394	093002	Places	(derivative of {L:Ἀθῆναι<SDBG:Ἀθῆναι:000000>} ‘Athens,’ {D:93.393}) pertaining to Athens	—	Athenian	—
G0117	G0117	Ἀθηναῖος	000117000000000	000117002001000	93.395	093002	Places	(derivative of {L:Ἀθῆναι<SDBG:Ἀθῆναι:000000>} ‘Athens,’ {D:93.393}) a person who lives in or is a native of Athens	—	an Athenian	—
G0118	G0118	ἀθλέω	000118000000000	000118001001000	50.2	050	Contests and Play	to engage in an athletic contest, with emphasis upon competition	—	to compete	—
G0119	G0119	ἄθλησις	000119000000000	000119001001000	50.3	050	Contests and Play	struggle against opposition	—	struggle; conflict	It is also possible to interpret ἄθλησις in {S:05801003200020} as meaning ‘challenge’ (see {D:74.13}).
G0119	G0119	ἄθλησις	000119000000000	000119001002000	74.13	074	Able, Capable	a test of someone’s capability to resist or to respond to some difficulty	—	challenge	For another interpretation of {L:ἄθλησις<SDBG:ἄθλησις:000000>} in {S:05801003200020}, see {D:50.3}.
G0120	G0120	ἀθυμέω	000121000000000	000121001001000	25.292	025024	Discouragement	to be or to become disheartened and hence lack motivation	—	to become discouraged; to be disheartened	—
G0121	G0121	ἀθῷος	000122000000000	000122001001000	88.316	088038	Sin, Wrongdoing, Guilt	pertaining to not being guilty of wrongdoing	—	guiltless; innocent	—
G0122	G0122	αἴγειος	000123000000000	000123001001000	4.20	004	Animals	(derivative of αἴξ ‘goat,’ not occurring in the NT{N:001}) pertaining to or consisting of a goat (smaller domesticated four-footed animal with hooves; genus Capra; source of meat, milk, hides, hair, and horns)	—	of a goat	—
G0123	G0123	αἰγιαλός	000124000000000	000124001001000	1.63	001009	Land in Contrast With the Sea	a strip of land immediately bordering the edge of a body of water and gradually sloping down into the water	—	beach; shore	—
G0124	G0124	Αἰγύπτιος	000125000000000	000125001001000	93.396	093002	Places	(derivative of {L:Αἴγυπτος<SDBG:Αἴγυπτος:000000>} ‘Egypt,’ {D:93.398}) pertaining to Egypt	—	Egyptian	—
G0124	G0124	Αἰγύπτιος	000125000000000	000125002001000	93.397	093002	Places	(derivative of {L:Αἴγυπτος<SDBG:Αἴγυπτος:000000>} ‘Egypt,’ {D:93.398}) a person who is a native of Egypt	—	an Egyptian	—
G0125	G0125	Αἴγυπτος	000126000000000	000126001001000	93.398	093002	Places	Egypt	—	Egypt	—
G0126	G0126	ἀΐδιος	000127000000000	000127001001000	67.96	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	pertaining to an unlimited duration of time{N:001}	—	eternal	—
G0127	G0127	αἰδώς	000128000000000	000128001001000	88.49	088006	Modesty, Propriety	the quality of modesty, with the implication of resulting respect	—	modesty	—
G0127	G0127a	δέος	001205000000000	001205001001000	53.59	053007	Worship, Reverence	profound respect and awe for deity	—	reverence; awe	—
G0128	G0128	Αἰθίοψ	000129000000000	000129001001000	93.399	093002	Places	(derivative of Αἰθιωπία ‘Ethiopia,’ not occurring in the NT) a person who is a native of Ethiopia	—	an Ethiopian	—
G0129	G0129	αἷμα	000130000000000	000130001001000	8.64	008002	Parts of the Body	red liquid that circulates in the arteries and veins of humans and animals	—	blood	In {S:04100502500012} it may be important to use a special term for blood, since this passage is a reference to the hemorrhaging of menstruation.|In {S:04301903400026} (ἐξῆλθεν εὐθὺς αἷμα καὶ ὕδωρ ‘then blood and water came out’) it may be necessary to use a term which can refer to the lymph fluid rather than to water itself; otherwise the reader might understand the water as being urine (with the spear having pierced the bladder) or even possibly water that Jesus had presumably drunk and was still in his stomach. The real reference of ὕδωρ in {S:04301903400026} is to the lymph fluid and not to water as such. It is simply a colorless fluid which was mixed with blood.|In {S:06600800800044} (καὶ ἐγένετο τὸ τρίτον τῆς θαλάσσης αἷμα ‘and a third of the sea became blood’) and {S:06601100600052} (καὶ ἐξουσίαν ἔχουσιν ἐπὶ τῶν ὑδάτων στρέφειν αὐτὰ εἰς αἷμα ‘and they had power over the waters to turn them into blood’) the reference may not be to blood as a substance but to the blood-like color of the objects in question.
G0129	G0129	αἷμα	000130000000000	000130001002000	23.107	023007	Live, Die	(a figurative extension of meaning of {L:αἷμα<SDBG:αἷμα:000000>}[a] ‘blood,’ {D:8.64}) the death of a person, generally as the result of violence or execution	—	death; violent death	It is possible to interpret αἷμα in {S:04500500900016} (δικαιωθέντες νῦν ἐν τῷ αἵματι αὐτοῦ ‘by his death we are put right with God’) as primarily a reference to physiological death. But in such contexts in which αἷμα is used in speaking of the death of Christ, there is no doubt an additional component derived from the occurrence of αἷμα in contexts speaking of atoning sacrifice. Therefore, one may analyze the meaning of αἷμα in such contexts as meaning ‘sacrificial death’ and not merely physiological death. In {S:04500500900016} and similar contexts, a number of translators have preferred to preserve an often recurring phrase such as ‘the shedding of his blood.’ However, in English this can be somewhat ambiguous in that ‘the shedding of blood’ normally refers to the killing of someone else and not to experiencing death. See also {D:23.112}.
G0129	G0129	αἷμα	000130000000000	000130001003000	20.83	020004	Kill	(a figurative extension of meaning of {L:αἷμα<SDBG:αἷμα:000000>}[a] ‘blood,’ {D:8.64}) to deprive a person of life by violent means	—	to kill; killing; to commit murder	—
G0129	G0129	αἷμα	000130000000000	000130001004000	20.84	020004	Kill	(an idiom, literally: to pour out blood) to cause the death of someone by violent means	—	to murder; to kill	The phrase πᾶν αἷμα δίκαιον ἐκχυννόμενον in {S:04002303500012} may be literally translated as ‘all innocent blood that is poured out.’
G0129	G0129	αἷμα	000130000000000	000130001005000	23.112	023007	Live, Die	(an idiom, literally: the blood pours out) to die, with the implication of a sacrificial purpose	—	to die as a sacrifice; sacrificial death	The relations between the various elements in this clause in {S:04002602800010} must in some instances be made somewhat more specific, for example, ‘by my dying, I am like a sacrifice for many for the purpose of their sins being forgiven.’ See also {D:23.107}.
G0129	G0129	αἷμα	000130000000000	000130001006000	23.182	023009	Sickness, Disease, Weakness	(set phrases, literally: fountain of blood, and: flow of blood, respectively) the loss of blood through menstrual bleeding{N:001}	—	loss of blood; menstrual flow; bleeding	—
G0129	G0129	αἷμα	000130000000000	000130001007000	9.14	009001	Human Beings	(an idiom, literally: flesh and blood) a human being in contrast with a divine being	—	person; human being	—
G0129	G0129	αἷμα	000130000000000	000130001008000	9.15	009001	Human Beings	(an idiom, literally: to share blood and flesh) to have the characteristics and nature of a human being	—	to be a person; to be a physical being	—
G0130	G0130	αἱματεκχυσία	000131000000000	000131001001000	23.183	023009	Sickness, Disease, Weakness	the process of causing blood to flow out	—	to cause bleeding; to cause blood to flow; the flow of blood	It may be important in translating {S:05800902200024} to introduce some statement with regard to sacrifice, for example, ‘if the blood of the sacrifice did not flow’ or ‘if there was no sacrifice involving blood’ or simply ‘if there was no sacrifice,’ but because of the symbolic value of ‘blood’ in the ritual, some reference to blood should be retained.
G0131	G0131	αἱμορροέω	000132000000000	000132001001000	23.181	023009	Sickness, Disease, Weakness	to experience or suffer a loss of blood{N:001}	—	to bleed	—
G0132	G0132	Αἰνέας	000133000000000	000133001001000	93.15	093001	Persons	a person who was healed by Peter	—	Aeneas	—
G0133	G0133	αἴνεσις	000134000000000	000134001001000	33.354	033037	Praise	to speak of the excellence of a person, object, or event	—	to praise; praise	In a number of languages praise can only be expressed by direct discourse, and this requires some content which provides the basis for praise. For example, in {S:04200201300020} instead of a literal rendering of ‘praising God,’ it may be necessary to have ‘they said, God is wonderful,’ and in {S:04201600800004} it may be necessary to translate ‘the master of this dishonest manager said, You are remarkable for having done such a clever thing.’
G0134	G0134	αἰνέω	000135000000000	000135001001000	33.354	033037	Praise	to speak of the excellence of a person, object, or event	—	to praise; praise	In a number of languages praise can only be expressed by direct discourse, and this requires some content which provides the basis for praise. For example, in {S:04200201300020} instead of a literal rendering of ‘praising God,’ it may be necessary to have ‘they said, God is wonderful,’ and in {S:04201600800004} it may be necessary to translate ‘the master of this dishonest manager said, You are remarkable for having done such a clever thing.’
G0135	G0135	αἴνιγμα	000136000000000	000136001001000	32.21	032003	Ease or Difficulty in Understanding	that which is difficult or impossible to understand	—	that which is puzzling; that which is difficult to understand; puzzle; riddle	In {S:04601301200014} the term αἴνιγμα may be interpreted as lack of clarity in perception, so that the meaning would be ‘that which is difficult to see clearly,’ but the general usage of αἴνιγμα would seem to point to the meaning of difficulty in understanding and comprehension rather than in visual perception. For another interpretation of αἴνιγμα in {S:04601301200014}, see {D:24.37}.
G0135	G0135	αἴνιγμα	000136000000000	000136001002000	24.37	024001	See	an indirect or indistinct visual image	—	dim image; reflected image; dimly	For another interpretation of {L:αἴνιγμα<SDBG:αἴνιγμα:000000>} in {S:04601301200014}, see {D:32.21}.
G0136	G0136	αἶνος	000137000000000	000137001001000	33.354	033037	Praise	act of speaking of the excellence of a person, object, or event	—	praise	In a number of languages praise can only be expressed by direct discourse, and this requires some content which provides the basis for praise. For example, in {S:04200201300020} instead of a literal rendering of ‘praising God,’ it may be necessary to have ‘they said, God is wonderful,’ and in {S:04201600800004} it may be necessary to translate ‘the master of this dishonest manager said, You are remarkable for having done such a clever thing.’
G0137	G0137	Αἰνών	000138000000000	000138001001000	93.400	093002	Places	a place where John the Baptist was baptizing	—	Aenon	—
G0138	G0138	αἱρέω	000142000000000	000142001001000	30.86	030006	To Choose, To Select, To Prefer	to make a choice of one or more possible alternatives	—	to choose; to select; to prefer	In a number of languages the choice of terms or expressions for ‘choosing’ or ‘selecting’ often depends upon either (1) what is chosen or selected or (2) the purpose for such a choice, for example, personal pleasure, rational evaluation, or outright prejudice.
G0138	G0138	αἱρέω	000142000000000	000142001002000	30.91	030006	To Choose, To Select, To Prefer	to choose or select for the purpose of showing special favor to or concern for	—	to choose; to select	—
G0139	G0139	αἵρεσις	000139000000000	000139001001000	11.50	011002	Socio-Religious	a division or group based upon different doctrinal opinions and/or loyalties and hence by implication in certain contexts an unjustified party or group (applicable in the NT to religious parties)	—	religious party; sect	Compare αἵρεσις[b] in {D:33.241} where it means the content of false doctrines or teaching.|It is often difficult to find a term in a receptor language which designates primarily a religious party. Normally one must employ some type of phrase in which the various components of αἵρεσις[a] are somewhat redistributed. For example, in {S:04402600500022} the strictest party of our religion may be rendered as ‘those who have the strictest rules about the way they should worship God.’ Similarly, the wrong kind of religious party in {S:04402401400022} may be rendered as ‘the group of those who worship God in the wrong way.’
G0139	G0139	αἵρεσις	000139000000000	000139001002000	33.241	033017	Teach	the content of teaching which is not true	—	false teaching; untrue doctrine; heresy	—
G0139	G0139	αἵρεσις	000139000000000	000139001003000	63.27	063006	Divide	a division of people into different and opposing sets	—	division; separate group	—
G0140	G0140	αἱρετίζω	000140000000000	000140001001000	30.91	030006	To Choose, To Select, To Prefer	to choose or select for the purpose of showing special favor to or concern for	—	to choose; to select	—
G0141	G0141	αἱρετικός	000141000000000	000141001001000	39.17	039002	Division	(derivative of {L:αἵρεσις<SDBG:αἵρεσις:000002>}[c] ‘division,’ {D:63.27}) pertaining to causing divisions	—	divisive; one who causes divisions	—
G0142	G0142	αἴρω	000143000000000	000143001001000	15.203	015024	Carry, Bear	to lift up and carry (away)	—	to carry (away); to carry off; to remove; to take (away)	—
G0142	G0142	αἴρω	000143000000000	000143001002000	20.43	020003	Destroy	to destroy, with the implication of removal and doing away with	—	to destroy; to do away with	—
G0142	G0142	αἴρω	000143000000000	000143001003000	20.65	020004	Kill	to deprive a person of life, with the implication of this being the result of condemnation by legal or quasi-legal procedures	—	to kill; to execute	—
G0142	G0142	αἴρω	000143000000000	000143001004000	57.218	057017	Lend, Loan, Interest, Borrow, Bank	to withdraw money from a bank	—	to withdraw	—
G0142	G0142	αἴρω	000143000000000	000143001005000	90.96	090014	To Cause To Experience	(an idiom, literally: to take from) to cause someone to no longer experience something	—	to take away from; to remove from	—
G0142	G0142	αἴρω	000143000000000	000143001006000	30.36	030001	To Think, Thought	(an idiom, literally: to lift up the soul of someone) to keep someone in suspense so that one cannot come to a conclusion in one’s thinking	—	to keep in suspense; to keep someone from being able to form a conclusion about something	—
