# GENERALT-TERVEZET: naplok/KAROLI_KK2_kulcstabla_general.py - jovahagyasra var, meg NEM elesitett
igehely_karoli	igehely_kjv	igehely_mt	osztaly	forras	megjegyzes
1Móz 34:13	34:13		KJV	szamlalas	
1Móz 34:14	34:14		KJV	szamlalas	
1Móz 34:15	34:15		KJV	szamlalas	
1Móz 34:16	34:16		KJV	szamlalas	
1Móz 34:17	34:17		KJV	szamlalas	
1Móz 34:18	34:18		KJV	szamlalas	
1Móz 34:19	34:19		KJV	szamlalas	
1Móz 34:20	34:20		KJV	szamlalas	
1Móz 34:21	34:21		KJV	szamlalas	
1Móz 34:22	34:22		KJV	szamlalas	
1Móz 34:23	34:23		KJV	szamlalas	
1Móz 34:24	34:24		KJV	szamlalas	
1Móz 34:25	34:25		KJV	szamlalas	
1Móz 34:26	34:26		KJV	szamlalas	
1Móz 34:27	34:27		KJV	szamlalas	
1Móz 34:28	34:28		KJV	szamlalas	
1Móz 34:29	34:29		KJV	szamlalas	
1Móz 34:30	34:30		KJV	szamlalas	
1Móz 34:31	34:31		KJV	szamlalas	
1Móz 35:1	35:1		KJV	szamlalas	
1Móz 35:2	35:2		KJV	szamlalas	
1Móz 35:3	35:3		KJV	szamlalas	
1Móz 35:4	35:4		KJV	szamlalas	
1Móz 35:5	35:5		KJV	szamlalas	
1Móz 35:6	35:6		KJV	szamlalas	
1Móz 35:7	35:7		KJV	szamlalas	
1Móz 35:8	35:8		KJV	szamlalas	
1Móz 35:9	35:9		KJV	szamlalas	
1Móz 35:10	35:10		KJV	szamlalas	
1Móz 35:11	35:11		KJV	szamlalas	
1Móz 35:12	35:12		KJV	szamlalas	
1Móz 35:13	35:13		KJV	szamlalas	
1Móz 35:14	35:14		KJV	szamlalas	
1Móz 35:15	35:15		KJV	szamlalas	
1Móz 35:16	35:16		KJV	szamlalas	
1Móz 35:17	35:17		KJV	szamlalas	
1Móz 35:18	35:18		KJV	szamlalas	
1Móz 35:19	35:19		KJV	szamlalas	
1Móz 35:20	35:20		KJV	szamlalas	
1Móz 35:21	35:21		KJV	szamlalas	
1Móz 35:22	35:22		KJV	szamlalas	
1Móz 35:23	35:23		KJV	szamlalas	
1Móz 35:24	35:24		KJV	szamlalas	
1Móz 35:25	35:25		KJV	szamlalas	
1Móz 35:26	35:26		KJV	szamlalas	
1Móz 35:27	35:27		KJV	szamlalas	
1Móz 35:28	35:28		KJV	szamlalas	
1Móz 35:29	35:29		KJV	szamlalas	
1Móz 36:1	36:1		KJV	szamlalas	
1Móz 36:2	36:2		KJV	szamlalas	
1Móz 36:3	36:3		KJV	szamlalas	
1Móz 36:4	36:4		KJV	szamlalas	
1Móz 36:5	36:5		KJV	szamlalas	
1Móz 36:6	36:6		KJV	szamlalas	
1Móz 36:7	36:7		KJV	szamlalas	
1Móz 36:8	36:8		KJV	szamlalas	
1Móz 36:9	36:9		KJV	szamlalas	
1Móz 36:10	36:10		KJV	szamlalas	
1Móz 36:11	36:11		KJV	szamlalas	
1Móz 36:12	36:12		KJV	szamlalas	
1Móz 36:13	36:13		KJV	szamlalas	
1Móz 36:14	36:14		KJV	szamlalas	
1Móz 36:15	36:15		KJV	szamlalas	
1Móz 36:16	36:16		KJV	szamlalas	
1Móz 36:17	36:17		KJV	szamlalas	
1Móz 36:18	36:18		KJV	szamlalas	
1Móz 36:19	36:19		KJV	szamlalas	
1Móz 36:20	36:20		KJV	szamlalas	
1Móz 36:21	36:21		KJV	szamlalas	
1Móz 36:22	36:22		KJV	szamlalas	
1Móz 36:23	36:23		KJV	szamlalas	
1Móz 36:24	36:24		KJV	szamlalas	
1Móz 36:25	36:25		KJV	szamlalas	
1Móz 36:26	36:26		KJV	szamlalas	
1Móz 36:27	36:27		KJV	szamlalas	
1Móz 36:28	36:28		KJV	szamlalas	
1Móz 36:29	36:29		KJV	szamlalas	
1Móz 36:30	36:30		KJV	szamlalas	
1Móz 36:31	36:31		KJV	szamlalas	
1Móz 36:32	36:32		KJV	szamlalas	
1Móz 36:33	36:33		KJV	szamlalas	
1Móz 36:34	36:34		KJV	szamlalas	
1Móz 36:35	36:35		KJV	szamlalas	
1Móz 36:36	36:36		KJV	szamlalas	
1Móz 36:37	36:37		KJV	szamlalas	
1Móz 36:38	36:38		KJV	szamlalas	
1Móz 36:39	36:39		KJV	szamlalas	
1Móz 36:40	36:40		KJV	szamlalas	
1Móz 36:41	36:41		KJV	szamlalas	
1Móz 36:42	36:42		KJV	szamlalas	
1Móz 36:43	36:43		KJV	szamlalas	
1Móz 37:1	37:1		KJV	szamlalas	
1Móz 37:2	37:2		KJV	szamlalas	
1Móz 37:3	37:3		KJV	szamlalas	
1Móz 37:4	37:4		KJV	szamlalas	
1Móz 37:5	37:5		KJV	szamlalas	
1Móz 37:6	37:6		KJV	szamlalas	
1Móz 37:7	37:7		KJV	szamlalas	
1Móz 37:8	37:8		KJV	szamlalas	
1Móz 37:9	37:9		KJV	szamlalas	
1Móz 37:10	37:10		KJV	szamlalas	
1Móz 37:11	37:11		KJV	szamlalas	
1Móz 37:12	37:12		KJV	szamlalas	
1Móz 37:13	37:13		KJV	szamlalas	
1Móz 37:14	37:14		KJV	szamlalas	
1Móz 37:15	37:15		KJV	szamlalas	
1Móz 37:16	37:16		KJV	szamlalas	
1Móz 37:17	37:17		KJV	szamlalas	
1Móz 37:18	37:18		KJV	szamlalas	
1Móz 37:19	37:19		KJV	szamlalas	
1Móz 37:20	37:20		KJV	szamlalas	
1Móz 37:21	37:21		KJV	szamlalas	
1Móz 37:22	37:22		KJV	szamlalas	
1Móz 37:23	37:23		KJV	szamlalas	
1Móz 37:24	37:24		KJV	szamlalas	
1Móz 37:25	37:25		KJV	szamlalas	
1Móz 37:26	37:26		KJV	szamlalas	
1Móz 37:27	37:27		KJV	szamlalas	
1Móz 37:28	37:28		KJV	szamlalas	
1Móz 37:29	37:29		KJV	szamlalas	
1Móz 37:30	37:30		KJV	szamlalas	
1Móz 37:31	37:31		KJV	szamlalas	
1Móz 37:32	37:32		KJV	szamlalas	
1Móz 37:33	37:33		KJV	szamlalas	
1Móz 37:34	37:34		KJV	szamlalas	
1Móz 37:35	37:35		KJV	szamlalas	
1Móz 37:36	37:36		KJV	szamlalas	
1Móz 38:1	38:1		KJV	szamlalas	
1Móz 38:2	38:2		KJV	szamlalas	
1Móz 38:3	38:3		KJV	szamlalas	
1Móz 38:4	38:4		KJV	szamlalas	
1Móz 38:5	38:5		KJV	szamlalas	
1Móz 38:6	38:6		KJV	szamlalas	
1Móz 38:7	38:7		KJV	szamlalas	
1Móz 38:8	38:8		KJV	szamlalas	
1Móz 38:9	38:9		KJV	szamlalas	
1Móz 38:10	38:10		KJV	szamlalas	
1Móz 38:11	38:11		KJV	szamlalas	
1Móz 38:12	38:12		KJV	szamlalas	
1Móz 38:13	38:13		KJV	szamlalas	
1Móz 38:14	38:14		KJV	szamlalas	
1Móz 38:15	38:15		KJV	szamlalas	
1Móz 38:16	38:16		KJV	szamlalas	
1Móz 38:17	38:17		KJV	szamlalas	
1Móz 38:18	38:18		KJV	szamlalas	
1Móz 38:19	38:19		KJV	szamlalas	
1Móz 38:20	38:20		KJV	szamlalas	
1Móz 38:21	38:21		KJV	szamlalas	
1Móz 38:22	38:22		KJV	szamlalas	
1Móz 38:23	38:23		KJV	szamlalas	
1Móz 38:24	38:24		KJV	szamlalas	
1Móz 38:25	38:25		KJV	szamlalas	
1Móz 38:26	38:26		KJV	szamlalas	
1Móz 38:27	38:27		KJV	szamlalas	
1Móz 38:28	38:28		KJV	szamlalas	
1Móz 38:29	38:29		KJV	szamlalas	
1Móz 38:30	38:30		KJV	szamlalas	
1Móz 39:1	39:1		KJV	szamlalas	
1Móz 39:2	39:2		KJV	szamlalas	
1Móz 39:3	39:3		KJV	szamlalas	
1Móz 39:4	39:4		KJV	szamlalas	
1Móz 39:5	39:5		KJV	szamlalas	
1Móz 39:6	39:6		KJV	szamlalas	
1Móz 39:7	39:7		KJV	szamlalas	
1Móz 39:8	39:8		KJV	szamlalas	
1Móz 39:9	39:9		KJV	szamlalas	
1Móz 39:10	39:10		KJV	szamlalas	
1Móz 39:11	39:11		KJV	szamlalas	
1Móz 39:12	39:12		KJV	szamlalas	
1Móz 39:13	39:13		KJV	szamlalas	
1Móz 39:14	39:14		KJV	szamlalas	
1Móz 39:15	39:15		KJV	szamlalas	
1Móz 39:16	39:16		KJV	szamlalas	
1Móz 39:17	39:17		KJV	szamlalas	
1Móz 39:18	39:18		KJV	szamlalas	
1Móz 39:19	39:19		KJV	szamlalas	
1Móz 39:20	39:20		KJV	szamlalas	
1Móz 39:21	39:21		KJV	szamlalas	
1Móz 39:22	39:22		KJV	szamlalas	
1Móz 39:23	39:23		KJV	szamlalas	
1Móz 40:1	40:1		KJV	szamlalas	
1Móz 40:2	40:2		KJV	szamlalas	
1Móz 40:3	40:3		KJV	szamlalas	
1Móz 40:4	40:4		KJV	szamlalas	
1Móz 40:5	40:5		KJV	szamlalas	
1Móz 40:6	40:6		KJV	szamlalas	
1Móz 40:7	40:7		KJV	szamlalas	
1Móz 40:8	40:8		KJV	szamlalas	
1Móz 40:9	40:9		KJV	szamlalas	
1Móz 40:10	40:10		KJV	szamlalas	
1Móz 40:11	40:11		KJV	szamlalas	
1Móz 40:12	40:12		KJV	szamlalas	
1Móz 40:13	40:13		KJV	szamlalas	
1Móz 40:14	40:14		KJV	szamlalas	
1Móz 40:15	40:15		KJV	szamlalas	
1Móz 40:16	40:16		KJV	szamlalas	
1Móz 40:17	40:17		KJV	szamlalas	
1Móz 40:18	40:18		KJV	szamlalas	
1Móz 40:19	40:19		KJV	szamlalas	
1Móz 40:20	40:20		KJV	szamlalas	
1Móz 40:21	40:21		KJV	szamlalas	
1Móz 40:22	40:22		KJV	szamlalas	
1Móz 40:23	40:23		KJV	szamlalas	
1Móz 41:1	41:1		KJV	szamlalas	
1Móz 41:2	41:2		KJV	szamlalas	
1Móz 41:3	41:3		KJV	szamlalas	
1Móz 41:4	41:4		KJV	szamlalas	
1Móz 41:5	41:5		KJV	szamlalas	
1Móz 41:6	41:6		KJV	szamlalas	
1Móz 41:7	41:7		KJV	szamlalas	
1Móz 41:8	41:8		KJV	szamlalas	
1Móz 41:9	41:9		KJV	szamlalas	
1Móz 41:10	41:10		KJV	szamlalas	
1Móz 41:11	41:11		KJV	szamlalas	
1Móz 41:12	41:12		KJV	szamlalas	
1Móz 41:13	41:13		KJV	szamlalas	
1Móz 41:14	41:14		KJV	szamlalas	
1Móz 41:15	41:15		KJV	szamlalas	
1Móz 41:16	41:16		KJV	szamlalas	
1Móz 41:17	41:17		KJV	szamlalas	
1Móz 41:18	41:18		KJV	szamlalas	
1Móz 41:19	41:19		KJV	szamlalas	
1Móz 41:20	41:20		KJV	szamlalas	
1Móz 41:21	41:21		KJV	szamlalas	
1Móz 41:22	41:22		KJV	szamlalas	
1Móz 41:23	41:23		KJV	szamlalas	
1Móz 41:24	41:24		KJV	szamlalas	
1Móz 41:25	41:25		KJV	szamlalas	
1Móz 41:26	41:26		KJV	szamlalas	
1Móz 41:27	41:27		KJV	szamlalas	
1Móz 41:28	41:28		KJV	szamlalas	
1Móz 41:29	41:29		KJV	szamlalas	
1Móz 41:30	41:30		KJV	szamlalas	
1Móz 41:31	41:31		KJV	szamlalas	
1Móz 41:32	41:32		KJV	szamlalas	
1Móz 41:33	41:33		KJV	szamlalas	
1Móz 41:34	41:34		KJV	szamlalas	
1Móz 41:35	41:35		KJV	szamlalas	
1Móz 41:36	41:36		KJV	szamlalas	
1Móz 41:37	41:37		KJV	szamlalas	
1Móz 41:38	41:38		KJV	szamlalas	
1Móz 41:39	41:39		KJV	szamlalas	
1Móz 41:40	41:40		KJV	szamlalas	
1Móz 41:41	41:41		KJV	szamlalas	
1Móz 41:42	41:42		KJV	szamlalas	
1Móz 41:43	41:43		KJV	szamlalas	
1Móz 41:44	41:44		KJV	szamlalas	
1Móz 41:45	41:45		KJV	szamlalas	
1Móz 41:46	41:46		KJV	szamlalas	
1Móz 41:47	41:47		KJV	szamlalas	
1Móz 41:48	41:48		KJV	szamlalas	
1Móz 41:49	41:49		KJV	szamlalas	
1Móz 41:50	41:50		KJV	szamlalas	
1Móz 41:51	41:51		KJV	szamlalas	
1Móz 41:52	41:52		KJV	szamlalas	
1Móz 41:53	41:53		KJV	szamlalas	
1Móz 41:54	41:54		KJV	szamlalas	
1Móz 41:55	41:55		KJV	szamlalas	
1Móz 41:56	41:56		KJV	szamlalas	
1Móz 41:57	41:57		KJV	szamlalas	
1Móz 42:1	42:1		KJV	szamlalas	
1Móz 42:2	42:2		KJV	szamlalas	
1Móz 42:3	42:3		KJV	szamlalas	
1Móz 42:4	42:4		KJV	szamlalas	
1Móz 42:5	42:5		KJV	szamlalas	
1Móz 42:6	42:6		KJV	szamlalas	
1Móz 42:7	42:7		KJV	szamlalas	
1Móz 42:8	42:8		KJV	szamlalas	
1Móz 42:9	42:9		KJV	szamlalas	
1Móz 42:10	42:10		KJV	szamlalas	
1Móz 42:11	42:11		KJV	szamlalas	
1Móz 42:12	42:12		KJV	szamlalas	
1Móz 42:13	42:13		KJV	szamlalas	
1Móz 42:14	42:14		KJV	szamlalas	
1Móz 42:15	42:15		KJV	szamlalas	
1Móz 42:16	42:16		KJV	szamlalas	
1Móz 42:17	42:17		KJV	szamlalas	
1Móz 42:18	42:18		KJV	szamlalas	
1Móz 42:19	42:19		KJV	szamlalas	
1Móz 42:20	42:20		KJV	szamlalas	
1Móz 42:21	42:21		KJV	szamlalas	
1Móz 42:22	42:22		KJV	szamlalas	
1Móz 42:23	42:23		KJV	szamlalas	
1Móz 42:24	42:24		KJV	szamlalas	
1Móz 42:25	42:25		KJV	szamlalas	
1Móz 42:26	42:26		KJV	szamlalas	
1Móz 42:27	42:27		KJV	szamlalas	
1Móz 42:28	42:28		KJV	szamlalas	
1Móz 42:29	42:29		KJV	szamlalas	
1Móz 42:30	42:30		KJV	szamlalas	
1Móz 42:31	42:31		KJV	szamlalas	
1Móz 42:32	42:32		KJV	szamlalas	
1Móz 42:33	42:33		KJV	szamlalas	
1Móz 42:34	42:34		KJV	szamlalas	
1Móz 42:35	42:35		KJV	szamlalas	
1Móz 42:36	42:36		KJV	szamlalas	
1Móz 42:37	42:37		KJV	szamlalas	
1Móz 42:38	42:38		KJV	szamlalas	
1Móz 43:1	43:1		KJV	szamlalas	
1Móz 43:2	43:2		KJV	szamlalas	
1Móz 43:3	43:3		KJV	szamlalas	
1Móz 43:4	43:4		KJV	szamlalas	
1Móz 43:5	43:5		KJV	szamlalas	
1Móz 43:6	43:6		KJV	szamlalas	
1Móz 43:7	43:7		KJV	szamlalas	
1Móz 43:8	43:8		KJV	szamlalas	
1Móz 43:9	43:9		KJV	szamlalas	
1Móz 43:10	43:10		KJV	szamlalas	
1Móz 43:11	43:11		KJV	szamlalas	
1Móz 43:12	43:12		KJV	szamlalas	
1Móz 43:13	43:13		KJV	szamlalas	
1Móz 43:14	43:14		KJV	szamlalas	
1Móz 43:15	43:15		KJV	szamlalas	
1Móz 43:16	43:16		KJV	szamlalas	
1Móz 43:17	43:17		KJV	szamlalas	
1Móz 43:18	43:18		KJV	szamlalas	
1Móz 43:19	43:19		KJV	szamlalas	
1Móz 43:20	43:20		KJV	szamlalas	
1Móz 43:21	43:21		KJV	szamlalas	
1Móz 43:22	43:22		KJV	szamlalas	
1Móz 43:23	43:23		KJV	szamlalas	
1Móz 43:24	43:24		KJV	szamlalas	
1Móz 43:25	43:25		KJV	szamlalas	
1Móz 43:26	43:26		KJV	szamlalas	
1Móz 43:27	43:27		KJV	szamlalas	
1Móz 43:28	43:28		KJV	szamlalas	
1Móz 43:29	43:29		KJV	szamlalas	
1Móz 43:30	43:30		KJV	szamlalas	
1Móz 43:31	43:31		KJV	szamlalas	
1Móz 43:32	43:32		KJV	szamlalas	
1Móz 43:33	43:33		KJV	szamlalas	
1Móz 43:34	43:34		KJV	szamlalas	
1Móz 44:1	44:1		KJV	szamlalas	
1Móz 44:2	44:2		KJV	szamlalas	
1Móz 44:3	44:3		KJV	szamlalas	
1Móz 44:4	44:4		KJV	szamlalas	
1Móz 44:5	44:5		KJV	szamlalas	
1Móz 44:6	44:6		KJV	szamlalas	
1Móz 44:7	44:7		KJV	szamlalas	
1Móz 44:8	44:8		KJV	szamlalas	
1Móz 44:9	44:9		KJV	szamlalas	
1Móz 44:10	44:10		KJV	szamlalas	
1Móz 44:11	44:11		KJV	szamlalas	
1Móz 44:12	44:12		KJV	szamlalas	
1Móz 44:13	44:13		KJV	szamlalas	
1Móz 44:14	44:14		KJV	szamlalas	
1Móz 44:15	44:15		KJV	szamlalas	
1Móz 44:16	44:16		KJV	szamlalas	
1Móz 44:17	44:17		KJV	szamlalas	
1Móz 44:18	44:18		KJV	szamlalas	
1Móz 44:19	44:19		KJV	szamlalas	
1Móz 44:20	44:20		KJV	szamlalas	
1Móz 44:21	44:21		KJV	szamlalas	
1Móz 44:22	44:22		KJV	szamlalas	
1Móz 44:23	44:23		KJV	szamlalas	
1Móz 44:24	44:24		KJV	szamlalas	
1Móz 44:25	44:25		KJV	szamlalas	
1Móz 44:26	44:26		KJV	szamlalas	
1Móz 44:27	44:27		KJV	szamlalas	
1Móz 44:28	44:28		KJV	szamlalas	
1Móz 44:29	44:29		KJV	szamlalas	
1Móz 44:30	44:30		KJV	szamlalas	
1Móz 44:31	44:31		KJV	szamlalas	
1Móz 44:32	44:32		KJV	szamlalas	
1Móz 44:33	44:33		KJV	szamlalas	
1Móz 44:34	44:34		KJV	szamlalas	
1Móz 45:1	45:1		KJV	szamlalas	
1Móz 45:2	45:2		KJV	szamlalas	
1Móz 45:3	45:3		KJV	szamlalas	
1Móz 45:4	45:4		KJV	szamlalas	
1Móz 45:5	45:5		KJV	szamlalas	
1Móz 45:6	45:6		KJV	szamlalas	
1Móz 45:7	45:7		KJV	szamlalas	
1Móz 45:8	45:8		KJV	szamlalas	
1Móz 45:9	45:9		KJV	szamlalas	
1Móz 45:10	45:10		KJV	szamlalas	
1Móz 45:11	45:11		KJV	szamlalas	
1Móz 45:12	45:12		KJV	szamlalas	
1Móz 45:13	45:13		KJV	szamlalas	
1Móz 45:14	45:14		KJV	szamlalas	
1Móz 45:15	45:15		KJV	szamlalas	
1Móz 45:16	45:16		KJV	szamlalas	
1Móz 45:17	45:17		KJV	szamlalas	
1Móz 45:18	45:18		KJV	szamlalas	
1Móz 45:19	45:19		KJV	szamlalas	
1Móz 45:20	45:20		KJV	szamlalas	
1Móz 45:21	45:21		KJV	szamlalas	
1Móz 45:22	45:22		KJV	szamlalas	
1Móz 45:23	45:23		KJV	szamlalas	
1Móz 45:24	45:24		KJV	szamlalas	
1Móz 45:25	45:25		KJV	szamlalas	
1Móz 45:26	45:26		KJV	szamlalas	
1Móz 45:27	45:27		KJV	szamlalas	
1Móz 45:28	45:28		KJV	szamlalas	
1Móz 46:1	46:1		KJV	szamlalas	
1Móz 46:2	46:2		KJV	szamlalas	
1Móz 46:3	46:3		KJV	szamlalas	
1Móz 46:4	46:4		KJV	szamlalas	
1Móz 46:5	46:5		KJV	szamlalas	
1Móz 46:6	46:6		KJV	szamlalas	
1Móz 46:7	46:7		KJV	szamlalas	
1Móz 46:8	46:8		KJV	szamlalas	
1Móz 46:9	46:9		KJV	szamlalas	
1Móz 46:10	46:10		KJV	szamlalas	
1Móz 46:11	46:11		KJV	szamlalas	
1Móz 46:12	46:12		KJV	szamlalas	
1Móz 46:13	46:13		KJV	szamlalas	
1Móz 46:14	46:14		KJV	szamlalas	
1Móz 46:15	46:15		KJV	szamlalas	
1Móz 46:16	46:16		KJV	szamlalas	
1Móz 46:17	46:17		KJV	szamlalas	
1Móz 46:18	46:18		KJV	szamlalas	
1Móz 46:19	46:19		KJV	szamlalas	
1Móz 46:20	46:20		KJV	szamlalas	
1Móz 46:21	46:21		KJV	szamlalas	
1Móz 46:22	46:22		KJV	szamlalas	
1Móz 46:23	46:23		KJV	szamlalas	
1Móz 46:24	46:24		KJV	szamlalas	
1Móz 46:25	46:25		KJV	szamlalas	
1Móz 46:26	46:26		KJV	szamlalas	
1Móz 46:27	46:27		KJV	szamlalas	
1Móz 46:28	46:28		KJV	szamlalas	
1Móz 46:29	46:29		KJV	szamlalas	
1Móz 46:30	46:30		KJV	szamlalas	
1Móz 46:31	46:31		KJV	szamlalas	
1Móz 46:32	46:32		KJV	szamlalas	
1Móz 46:33	46:33		KJV	szamlalas	
1Móz 46:34	46:34		KJV	szamlalas	
1Móz 47:1	47:1		KJV	szamlalas	
1Móz 47:2	47:2		KJV	szamlalas	
1Móz 47:3	47:3		KJV	szamlalas	
1Móz 47:4	47:4		KJV	szamlalas	
1Móz 47:5	47:5		KJV	szamlalas	
1Móz 47:6	47:6		KJV	szamlalas	
1Móz 47:7	47:7		KJV	szamlalas	
1Móz 47:8	47:8		KJV	szamlalas	
1Móz 47:9	47:9		KJV	szamlalas	
1Móz 47:10	47:10		KJV	szamlalas	
1Móz 47:11	47:11		KJV	szamlalas	
1Móz 47:12	47:12		KJV	szamlalas	
1Móz 47:13	47:13		KJV	szamlalas	
1Móz 47:14	47:14		KJV	szamlalas	
1Móz 47:15	47:15		KJV	szamlalas	
1Móz 47:16	47:16		KJV	szamlalas	
1Móz 47:17	47:17		KJV	szamlalas	
1Móz 47:18	47:18		KJV	szamlalas	
1Móz 47:19	47:19		KJV	szamlalas	
1Móz 47:20	47:20		KJV	szamlalas	
1Móz 47:21	47:21		KJV	szamlalas	
1Móz 47:22	47:22		KJV	szamlalas	
1Móz 47:23	47:23		KJV	szamlalas	
1Móz 47:24	47:24		KJV	szamlalas	
1Móz 47:25	47:25		KJV	szamlalas	
1Móz 47:26	47:26		KJV	szamlalas	
1Móz 47:27	47:27		KJV	szamlalas	
1Móz 47:28	47:28		KJV	szamlalas	
1Móz 47:29	47:29		KJV	szamlalas	
1Móz 47:30	47:30		KJV	szamlalas	
1Móz 47:31	47:31		KJV	szamlalas	
1Móz 48:1	48:1		KJV	szamlalas	
1Móz 48:2	48:2		KJV	szamlalas	
1Móz 48:3	48:3		KJV	szamlalas	
1Móz 48:4	48:4		KJV	szamlalas	
1Móz 48:5	48:5		KJV	szamlalas	
1Móz 48:6	48:6		KJV	szamlalas	
1Móz 48:7	48:7		KJV	szamlalas	
1Móz 48:8	48:8		KJV	szamlalas	
1Móz 48:9	48:9		KJV	szamlalas	
1Móz 48:10	48:10		KJV	szamlalas	
1Móz 48:11	48:11		KJV	szamlalas	
1Móz 48:12	48:12		KJV	szamlalas	
1Móz 48:13	48:13		KJV	szamlalas	
1Móz 48:14	48:14		KJV	szamlalas	
1Móz 48:15	48:15		KJV	szamlalas	
1Móz 48:16	48:16		KJV	szamlalas	
1Móz 48:17	48:17		KJV	szamlalas	
1Móz 48:18	48:18		KJV	szamlalas	
1Móz 48:19	48:19		KJV	szamlalas	
1Móz 48:20	48:20		KJV	szamlalas	
1Móz 48:21	48:21		KJV	szamlalas	
1Móz 48:22	48:22		KJV	szamlalas	
1Móz 49:1	49:1		KJV	szamlalas	
1Móz 49:2	49:2		KJV	szamlalas	
1Móz 49:3	49:3		KJV	szamlalas	
1Móz 49:4	49:4		KJV	szamlalas	
1Móz 49:5	49:5		KJV	szamlalas	
1Móz 49:6	49:6		KJV	szamlalas	
1Móz 49:7	49:7		KJV	szamlalas	
1Móz 49:8	49:8		KJV	szamlalas	
1Móz 49:9	49:9		KJV	szamlalas	
1Móz 49:10	49:10		KJV	szamlalas	
1Móz 49:11	49:11		KJV	szamlalas	
1Móz 49:12	49:12		KJV	szamlalas	
1Móz 49:13	49:13		KJV	szamlalas	
1Móz 49:14	49:14		KJV	szamlalas	
1Móz 49:15	49:15		KJV	szamlalas	
1Móz 49:16	49:16		KJV	szamlalas	
1Móz 49:17	49:17		KJV	szamlalas	
1Móz 49:18	49:18		KJV	szamlalas	
1Móz 49:19	49:19		KJV	szamlalas	
1Móz 49:20	49:20		KJV	szamlalas	
1Móz 49:21	49:21		KJV	szamlalas	
1Móz 49:22	49:22		KJV	szamlalas	
1Móz 49:23	49:23		KJV	szamlalas	
1Móz 49:24	49:24		KJV	szamlalas	
1Móz 49:25	49:25		KJV	szamlalas	
1Móz 49:26	49:26		KJV	szamlalas	
1Móz 49:27	49:27		KJV	szamlalas	
1Móz 49:28	49:28		KJV	szamlalas	
1Móz 49:29	49:29		KJV	szamlalas	
1Móz 49:30	49:30		KJV	szamlalas	
1Móz 49:31	49:31		KJV	szamlalas	
1Móz 49:32	49:32		KJV	szamlalas	
1Móz 49:33	49:33		KJV	szamlalas	
1Móz 50:1	50:1		KJV	szamlalas	
1Móz 50:2	50:2		KJV	szamlalas	
1Móz 50:3	50:3		KJV	szamlalas	
1Móz 50:4	50:4		KJV	szamlalas	
1Móz 50:5	50:5		KJV	szamlalas	
1Móz 50:6	50:6		KJV	szamlalas	
1Móz 50:7	50:7		KJV	szamlalas	
1Móz 50:8	50:8		KJV	szamlalas	
1Móz 50:9	50:9		KJV	szamlalas	
1Móz 50:10	50:10		KJV	szamlalas	
1Móz 50:11	50:11		KJV	szamlalas	
1Móz 50:12	50:12		KJV	szamlalas	
1Móz 50:13	50:13		KJV	szamlalas	
1Móz 50:14	50:14		KJV	szamlalas	
1Móz 50:15	50:15		KJV	szamlalas	
1Móz 50:16	50:16		KJV	szamlalas	
1Móz 50:17	50:17		KJV	szamlalas	
1Móz 50:18	50:18		KJV	szamlalas	
1Móz 50:19	50:19		KJV	szamlalas	
1Móz 50:20	50:20		KJV	szamlalas	
1Móz 50:21	50:21		KJV	szamlalas	
1Móz 50:22	50:22		KJV	szamlalas	
1Móz 50:23	50:23		KJV	szamlalas	
1Móz 50:24	50:24		KJV	szamlalas	
1Móz 50:25	50:25		KJV	szamlalas	
1Móz 50:26	50:26		KJV	szamlalas	
1Sám 1:1	1:1		KJV	szamlalas	
1Sám 1:2	1:2		KJV	szamlalas	
1Sám 1:3	1:3		KJV	szamlalas	
1Sám 1:4	1:4		KJV	szamlalas	
1Sám 1:5	1:5		KJV	szamlalas	
1Sám 1:6	1:6		KJV	szamlalas	
1Sám 1:7	1:7		KJV	szamlalas	
1Sám 1:8	1:8		KJV	szamlalas	
1Sám 1:9	1:9		KJV	szamlalas	
1Sám 1:10	1:10		KJV	szamlalas	
1Sám 1:11	1:11		KJV	szamlalas	
1Sám 1:12	1:12		KJV	szamlalas	
1Sám 1:13	1:13		KJV	szamlalas	
1Sám 1:14	1:14		KJV	szamlalas	
1Sám 1:15	1:15		KJV	szamlalas	
1Sám 1:16	1:16		KJV	szamlalas	
1Sám 1:17	1:17		KJV	szamlalas	
1Sám 1:18	1:18		KJV	szamlalas	
1Sám 1:19	1:19		KJV	szamlalas	
1Sám 1:20	1:20		KJV	szamlalas	
1Sám 1:21	1:21		KJV	szamlalas	
1Sám 1:22	1:22		KJV	szamlalas	
1Sám 1:23	1:23		KJV	szamlalas	
1Sám 1:24	1:24		KJV	szamlalas	
1Sám 1:25	1:25		KJV	szamlalas	
1Sám 1:26	1:26		KJV	szamlalas	
1Sám 1:27	1:27		KJV	szamlalas	
1Sám 1:28	1:28		KJV	szamlalas	
1Sám 2:1	2:1		KJV	szamlalas	
1Sám 2:2	2:2		KJV	szamlalas	
1Sám 2:3	2:3		KJV	szamlalas	
1Sám 2:4	2:4		KJV	szamlalas	
1Sám 2:5	2:5		KJV	szamlalas	
1Sám 2:6	2:6		KJV	szamlalas	
1Sám 2:7	2:7		KJV	szamlalas	
1Sám 2:8	2:8		KJV	szamlalas	
1Sám 2:9	2:9		KJV	szamlalas	
1Sám 2:10	2:10		KJV	szamlalas	
1Sám 2:11	2:11		KJV	szamlalas	
