szotar	strong	entry_id	jelentes_szam	mezo	forras_hash	forditas_hu	allapot	modell	datum	terminologia_verzio
Thayer	G1311	G1311	teljes	forditas_hu	5227e199045c4cff2ad025e21256c932ae3bd5d5	1. aoristos διεφθειρα; szenvedő alakban (jelen idő διαφθείρομαι); befejezett melléknévi igenév διεφθαρμενος; 2. aoristos διεφθαρην; a Septuaginta igen gyakran a שִׁחֵת, alkalmanként a חִבֵּל fordításaként; görög írásokban Homérosztól kezdve; 1. rosszabbra változtat, megront: elméket, erkölcsöket; τήν γῆν, azaz a földet lakó embereket, Jel 11:18; διεφθαρμένοι τόν νοῦν, 1Tim 6:5 (τήν διάνοιαν, Plato, legg. 10, o. 888 a.; τόν γνώμην, Dionysius Halicarnassus Antiquities 5, 21; τούς ὀφθαλμούς, Xenophon, an. 4, 5, 12). 2. elpusztít, megront, tönkretesz (latin perdere); a. felemészt, testi életerőt és erőt: ὁ ἔξω ἡμῶν ἄνθρωπος διαφθείρεται (megromlik, enyészik), 2Kor 4:16; féregről vagy molyról, amely felemészti az élelmet, ruházatot stb. Luk 12:33. b. elpusztít (latin delere): Jel 8:9; megöl, διαφθείρειν τούς stb. Jel 11:18.	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G1311	G1311	teljes	forditas_hu	5227e199045c4cff2ad025e21256c932ae3bd5d5	διαφθείρω 1 aorist διεφθειρα; szenvedő alakban (present διαφθείρομαι); perfect participle διεφθαρμενος; 2 aorist διεφθαρην; a Septuaginta nagyon gyakran שִׁחֵת-hez, alkalmanként חִבֵּל-hez; görög írásokban Homértól kezdve; 1. rosszabbra változtatni, megrontani: elmét, erkölcsöt; τήν γῆν, ti. a földet lakó embereket, Jel 11:18; διεφθαρμένοι τόν νοῦν, 1Tim 6:5 (τήν διάνοιαν, Plato, legg. 10, p. 888 a.; τόν γνώμην, Dionysius Halicarnassus Antiquities 5, 21; τούς ὀφθαλμούς, Xenophon, an. 4, 5, 12). 2. elpusztítani, megsemmisíteni, (Latin perdere); a. megemészteni, a testi erő és szilárdság tekintetében: ὁ ἔξω ἡμῶν ἄνθρωπος διαφθείρεται (pusztul), 2Kor 4:16; a féreg vagy moly tekintetében, amely élelmet, ruházatot stb. eszik, Luk 12:33. b. elpusztítani (Latin delere): Jel 8:9; megölni, διαφθείρειν τούς, stb. Jel 11:18.	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G1941	G1941	teljes	forditas_hu	89b25a36c51ef3891e1c8fe00af41482b807520b	G1941 — ἐπικαλέω ἐπικαλῶ: 1 aorist ἐπεκαλεσα; (szenvedő és közép, jelen ἐπικαλοῦμαι); perfect szenvedő ἐπικέκλημαι; plusquamperfect 3. személy egyes ἐπεκέκλητο, és az augmentum elhagyásával (vö. Winers Grammar, 12. §, 5; Buttmann, 33 (29)) ἐπικεκλητο (ApCsel 26:32 Lachmann); 1 aorist szenvedő ἐπεκλήθην; jövő közép ἐπικαλέσομαι; 1 aorist közép ἐπεκαλεσάμην; a Septuaginta nagyon gyakran a קָרָא helyett; 1. nevet tenni valakire, megnevezni: τινα (Xenophon, Plato, mások), Mt 10:25 G T Tr WH (Rec. ἐκάλεσαν); szenvedő ὁ ἐπικαλούμενος, aki meg van nevezve, Luk 22:3 R G L; ApCsel 10:18; ApCsel 11:13; ApCsel 12:12; ApCsel 15:22 R G; továbbá ὅς ἐπικαλεῖται, ApCsel 10:5, ApCsel 10:32; ὁ ἐπικληθείς, Mt 10:3 (R G); ApCsel 4:36; ApCsel 12:25; egyenértékű ὅς ἐπεκλήθη, ApCsel 1:23. Szenvedő közép értelemben (vö. Winers Grammar, 38. §, 3), megengedi, hogy valakit megnevezzenek: Zsid 11:16; közép τινα-val: 1Pét 1:17 εἰ πατέρα ἐπικαλεῖσθε τόν stb., azaz ha atyának hívjátok őt, azaz ha atyátoknak nevezitek őt. 2. ἐπικαλεῖται τό ὄνομα τίνος ἐπί τινα, a héber פ עַל פ... שֵׁם נִקְרָא... szerint, „az ő neve valakire neveztetik, azaz az ő nevéről neveztetik, vagy annak mondatik, hogy neki van szentelve	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G1941	G1941	teljes	forditas_hu	89b25a36c51ef3891e1c8fe00af41482b807520b	ἐπικαλέω ἐπικαλῶ: 1. aoristos ἐπεκαλεσα; (passzív és mediális, jelen idő ἐπικαλοῦμαι); befejezett passzív ἐπικέκλημαι; plusquamperfectum egyes szám 3. személy ἐπεκέκλητο, és az augmentum elhagyásával (vö. Winer nyelvtana, § 12, 5; Buttmann, 33 (29)) ἐπικεκλητο (ApCsel 26:32 Lachmann); 1. aoristos passzív ἐπεκλήθην; jövő idő mediális ἐπικαλέσομαι; 1. aoristos mediális ἐπεκαλεσάμην; a Septuaginta igen gyakran a קָרָא helyett; 1. nevet ad valakinek, melléknévvel illet: τινα (Xenophón, Platón, mások), Mt 10:25 G T Tr WH (Rec. ἐκάλεσαν); passzív alakban ὁ ἐπικαλούμενος, akit melléknéven neveznek, Luk 22:3 R G L; ApCsel 10:18; ApCsel 11:13; ApCsel 12:12; ApCsel 15:22 R G; szintén ὅς ἐπικαλεῖται, ApCsel 10:5, ApCsel 10:32; ὁ ἐπικληθείς, Mt 10:3 (R G); ApCsel 4:36; ApCsel 12:25; egyenértékű ezzel: ὅς ἐπεκλήθη, ApCsel 1:23. Passzív alakban mediális értelemmel (vö. Winer nyelvtana, § 38, 3), engedi magát melléknévvel illetni: Zsid 11:16; mediális τινα vonzattal: 1Pét 1:17 εἰ πατέρα ἐπικαλεῖσθε τόν stb. azaz ha (magatoknak) Atyaként hívjátok őt segítségül, azaz ha Atyátoknak nevezitek őt. 2. ἐπικαλεῖται τό ὄνομα τίνος ἐπί τινα, a héb. פ עַל פ... שֵׁם נִקְרָא... mintájára, „valakinek a neve megneveztetik valakin, azaz az ő nevéről neveztetik, vagy úgy nyilváníttatik ki, mint aki neki van szentelve” (vö. Gesenius, Thesaurus iii., 1232a o.): ApCsel 15:17 Ámós 9:12-ből (a hivatkozott név Isten népe); Jak 2:7 (a név: οἱ τοῦ Χριστοῦ). 3. τίνι a tárgy tárgyesetével; tulajdonképpen: ráfogni valamit valakire (vö. angol to cry out upon (vagy against) one); „bűnként vagy szemrehányásként felróni valakinek valamit; bíróság elé idézni valakit bármilyen váddal, bűncselekmény miatt eljárást indítani valaki ellen; hibáztatni valakit valamiért, megvádolni valakit valamivel” (Aristophanes pax 663; Thucydides 2, 27; 3, 36; Plato, legg. 6, 761 e.; 7, 809 e.; Dio Cass. 36, 28; 40, 41 és gyakran a szónokoknál (vö. a κατηγορέω címszó alatt)): εἰ τῷ οἰκοδεσπότῃ Βηλζεβουλ ἐπεκάλεσαν (azaz azzal vádolták, hogy kapcsolatban áll Beelzebullal, az ő segítségét veszi igénybe, vö. Mt 9:34; Mt 12:24; Mk 3:22; Luk 11:15), πόσῳ μᾶλλον τοῖς ὀικιακοις αὐτοῦ, Mt 10:25 L WH lapszéli olvasat a Vat. szerint (l. fent az 1. pontot), ezt az olvasatot védelmezte Rettig a Studien und Kritiken 1838-as évfolyamában, 477. skk. o., és Alexander Buttmann (1873) ugyanezen folyóirat 1860-as évfolyamában, 343. o., valamint az Újszövetségi nyelvtanában, 151 (132); (továbbá Weiss a Meyer 7. kiadásában az adott helynél). De ez a kifejezés (Beelzebul Beelzebul segítsége helyett) túlságosan nehézkes ahhoz, hogy ne sugallná egy tudatlan másoló javítását, aki megbotránkozott azon, hogy (ezen a helyen kívül) Jézus ellenségeiről az evangéliumokban sehol sem mondják, hogy Beelzebul néven nevezték volna őt. 4. segítségül hív (mint a német anrufen), fohászkodik; mediális alakban: a maga számára hívja segítségül, a maga javára: bárkit segítőként, ApCsel 7:59, ahol pótlandó: τόν κύριον Ἰησοῦν (βοηθόν, Plato, Euthyd., 297 c. o.; Diodorus 5, 79); τινα μάρτυρα, tanúként, 2Kor 1:23 (Plato, legg. 2, 664 c.); bíróként, azaz fellebbez valakihez, apellál valakire: Καίσαρα, ApCsel 25:11; ApCsel 26:32; ApCsel 28:19; (τόν Σεβαστόν, ApCsel 25:25); utána passzív infinitivus áll: ApCsel 25:21 (megőriztessék). 5. hebraizmusként (mint a יְהוָה בְּשֵׁם קָרָא, segítségül hívni Jahve nevének kimondásával, 1Móz 4:26; 1Móz 12:8; 2Kir 5:11, stb.; vö. Gesenius, Thesaurus, 1231{b} o. (vagy héb. lexikona, a קָרָא címszó alatt); ez a kifejezés abban a tényben leli magyarázatát, hogy az Istenhez intézett imádságok rendszerint az isteni név felhívásával kezdődtek: Zsolt 3:2; Zsolt 6:2; Zsolt 7:2, stb.) ἐπικαλοῦμαι τό ὄνομα τοῦ κυρίου, segítségül hívom (a magam javára) az Úr nevét, azaz segítségül hívni, imádni, tisztelni az Urat, azaz Krisztust: ApCsel 2:21 (Jóel 2:32-ből ()); ApCsel 9:14, 21; 22:16>; Róm 10:13; 1Kor 1:2; τόν κύριον, Róm 10:12; 2Tim 2:22; (görög iratokban gyakran ἐπικαλεῖσθαι τούς Θεούς, mint Xenophon, Cyril 7, 1, 35; Plato, Tim., 27 c. o.; Polybius 15, 1, 13).	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G1941	G1941	teljes	forditas_hu	89b25a36c51ef3891e1c8fe00af41482b807520b	HIBA: a hivas nem valaszolt 120 mp alatt (a HTTP-szintu timeout a keep-alive bajtok miatt nem sult el)	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G1944	G1944	teljes	forditas_hu	f07596094b915d4d06920f0a5ba01b7f4b3331ff	ἐπικατάρατος ἐπικατάρατον (ἐπικαταράομαι átkokat szórni valakire), csak bibliai és egyházi használatban: átkozott, utálatos, isteni bosszúállásnak kitéve, Isten átka alatt fekvő: Ján 7:49 R G; Gal 3:10 (5Móz 27:26); Gal 3:13 (5Móz 21:23); (Bölcs 3:12 (Bölcs 3:13); Bölcs 14:8>; 4Makk 2:19; a Septuagintában gyakran az אָרוּר megfelelője).	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G1944	G1944	teljes	forditas_hu	f07596094b915d4d06920f0a5ba01b7f4b3331ff	ἐπικατάρατος ἐπικατάρατον (ἐπικαταράομαι: átkot szórni vmire), csak bibliai és egyházi használatban, átkozott, utálatos, isteni bosszúnak kitett, Isten átka alatt lévő: Ján 7:49 R G; Gal 3:10 (5Móz 27:26); Gal 3:13 (5Móz 21:23); (Bölcs 3:12 ( Bölcs 3:13 ); Bölcs 14:8>; 4Makk 2:19; a Septuagintában gyakran az אָרוּר helyett).	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G1944	G1944	teljes	forditas_hu	f07596094b915d4d06920f0a5ba01b7f4b3331ff	ἐπικατάρατος ἐπικατάρατον (ἐπικαταράομαι átkokat kimondani valakire), csak bibliai és egyházi használatban, átkozott, utálatos, isteni bosszúnak kitett, Isten átkának alatt fekvő: Ján 7:49 R G; Gal 3:10 (5Móz 27:26); Gal 3:13 (5Móz 21:23); (Wisdom 3:12 (Wisdom 3:13); Wisdom 14:8; 4 Macc. 2:19; a Septuagintában gyakran אָרוּר megfelelője).	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G2671	G2671	teljes	forditas_hu	49590b1f5881b35c1aee932b1b00e0c107a43390	κατάρα κατάρας, ἡ (κατά és ἄρα, vö. német Verfiuchung,Verwünschung (vö. κατά, III. 4)); a Septuaginta főként כְּלָלָה kifejezésére; átok, szitok, átkozás: ellentétben εὐλογία-val, az átok alatt levővel (l. ott), Jak 3:10; γῆ κατάρας ἐγγύς, Isten által, azaz a terméketlenségnek átadva (a célzás az 1Móz 3:17k-re utal), Zsid 6:8; ὑπό κατάραν εἶναι, átok alatt lenni, azaz az átok kiszabott büntetésének alávetve, Gal 3:10; ἐξαγοράζειν τινα ἐκ τῆς κατάρας, megváltani valakit az átok fenyegető büntetésétől, Gal 3:13; τέκνα κατάρας, átokra méltó emberek, 2Pét 2:14; elvont a konkrét helyett, akiben az átok megnyilvánul, azaz az átok kiszabott büntetését szenvedi el, Gal 3:13; ἐγώ κατάρα ἐγενήθην, Protevangelium Jacobi, c. 3. (Aiszkhülosz, Euripidész, Platón, mások.)	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G2671	G2671	teljes	forditas_hu	49590b1f5881b35c1aee932b1b00e0c107a43390	κατάρα κατάρας, ἡ (κατά és ἄρα, vö. német Verfiuchung,Verwünschung (vö. κατά, III. 4)); a Septuaginta kiváltképp a כְּלָלָה szóra; átok, átkozódás, elátkozás: szemben ezzel: εὐλογία, az elátkozottsággal (l. ezt), Jak 3:10; γῆ κατάρας ἐγγύς, közel Isten által, azaz a terméketlenségre való átadattatáshoz (a célzás az 1Móz 3:17k-re vonatkozik), Zsid 6:8; ὑπό κατάραν εἶναι, átok alatt lenni, azaz az elátkozás kijelölt büntetésének alávetve lenni, Gal 3:10; ἐξαγοράζειν τινα ἐκ τῆς κατάρας, megváltani valakit, aki ki van téve egy átok megfenyegetett büntetésének, Gal 3:13; τέκνα κατάρας, megátkozásra méltó emberek, 2Pét 2:14; elvont a konkrét helyett, valaki, akiben az átok megmutatkozik, azaz elszenvedi az átkozás kijelölt büntetését, Gal 3:13; ἐγώ κατάρα ἐγενήθην, Protevangelium Jacobi, c. 3. (Aiszkhülosz, Euripidész, Platón és mások.)	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G2671	G2671	teljes	forditas_hu	49590b1f5881b35c1aee932b1b00e0c107a43390	κατάρα κατάρας, ἡ (κατά és ἄρα, vö. német Verfiuchung, Verwünschung (vö. κατά, III. 4)); a Septuaginta főleg כְּלָלָה-ra; átok, átkozódás, szidalmazás: az εὐλογία-val szemben átkozottnak lenni (l. ezt), Jak 3:10; γῆ κατάρας ἐγγύς, közel Isten által, ti. hogy terméktelenségre ítéltetik (az utalás 1Móz 3:17f-re vonatkozik), Zsid 6:8; ὑπό κατάραν εἶναι, átok alatt lenni, ti. az átkozottság kijelölt büntetésének kitéve lenni, Gal 3:10; ἐξαγοράζειν τινα ἐκ τῆς κατάρας, valakit az átok fenyegetett büntetésétől megváltani, Gal 3:13; τέκνα κατάρας, átkozottságra méltó emberek, 2Pét 2:14; absztrakt a konkrétért, aki magában mutatja az átokot, ti. az átkozottság kijelölt büntetésén megy keresztül, Gal 3:13; ἐγώ κατάρα ἐγενήθην, Protevangelium Jacobi, c. 3. (Aischülosz, Euripidész, Platón, mások.)	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G2672	G2672	teljes	forditas_hu	abbef1558edc3f2982353c39cf78d07d75b15419	καταράομαι καταρωμαι; (deponens közép a κατάρα-tól); 1 aoristos 2. személy egyes szám κατηράσω; (perfectum passivum participium κατηραμένος (lásd lentebb)); Homérosztól lefelé; a Septuaginta leginkább a קִלֵּל és אָרַר helyett; átkozni, kárhoztatni, rosszat kívánni: (az εὐλογεῖν-nel szemben) abszolút, Róm 12:14; a tárgy részes esetével (mint a korábbi görög írásokban), Luk 6:28 Rec. (Báruk 6 (Jeremiás levele Jeremiás 1:65>) Báruk 6:66; (Josephus, contra Apion 1, 22, 16)); a tárgy tárgyesetével (mint gyakran a későbbi görög írásokban, mint Plutarchos, Cat. min. 32, 1 variáns (Buttmann, § 133, 9; Winer's Grammar, 222 (208))), Mt 5:44 Rec.; Luk 6:28 G L szöveg T Tr WH; Jak 3:9; egy fát, azaz elhervasztani azt átok által, Mk 11:21 (lásd Zsid 6:8 a κατάρα-nál). perfectum passivum participium κατηραμένος passzív értelemben, átkozott (Bölcs 12:11; (2Kir 9:34); Plutarchos, Luc. 18; és κεκατηραμ. 5Móz 21:23; (Sir 3:16)): Mt 25:41 (továbbá néha κεκαταρανται, 4Móz 22:6; 4Móz 24:9; (de Tdf. stb. κεκατήρανται; lásd Veitch, a szó alatt.	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G2672	G2672	teljes	forditas_hu	abbef1558edc3f2982353c39cf78d07d75b15419	καταράομαι καταρωμαι; (deponens mediális a κατάρα szóból); 1. aoristos egyes szám 2. személy κατηράσω; (befejezett szenvedő melléknévi igenév κατηραμένος (l. alább)); Homérosztól kezdve; a Septuaginta leginkább a קִלֵּל és אָרַר szavak helyett; átkozni, kárhoztatni, átkot mondani rá: (az εὐλογεῖν ellentéteként) önállóan, Róm 12:14; a tárgy részes esetével (mint a korábbi görög iratokban), Luk 6:28 Rec. (Báruk 6 (Jeremiás levele 1:65>) Báruk 6:66 ; (Josephus, contra Apion 1, 22, 16)); a tárgy tárgyesetével (mint gyakran a későbbi görög iratokban, mint Plutarkhosz, Cat. min. 32, 1 variáns (Buttmann, § 133, 9; Winer's Grammar, 222 (208))), Mt 5:44 Rec.; Luk 6:28 G L text T Tr WH; Jak 3:9; fát, azaz átok által elszárítani azt, Mk 11:21 (l. Zsid 6:8 a κατάρα szócikknél). Befejezett szenvedő melléknévi igenév κατηραμένος szenvedő értelemben, átkozott (Bölcs 12:11; (2Kir 9:34); Plutarkhosz, Luc. 18; és κεκατηραμ. 5Móz 21:23; (Sir 3:16)): Mt 25:41 (alkalmilag κεκαταρανται is, 4Móz 22:6; 4Móz 24:9; (de Tdf. stb. κεκατήρανται; l. Veitch, a címszó alatt.	pilot	google/gemini-3.8-flash	2026-09-26	v1
Thayer	G2672	G2672	teljes	forditas_hu	abbef1558edc3f2982353c39cf78d07d75b15419	κατάρα-ból, középső deponens; 1 aoristus 2. személyű egyes κατηράσω; (tökéletes szenvedő melléknév κατηραμένος (l. alább)); Homerostól kezdve; a Septuaginta többnyire קִלֵּל és אָרַר fordítása; átkozni, elítélni, rosszat kívánni valakire: (εὐλογεῖν-nel szemben) abszolút, Róm 12:14; a tárgy datívuszával (mint a korábbi görög írásokban), Luk 6:28 Rec. (Baruch 6 (Jeremiás levele 1:65>) Baruch 6:66; (Josephus, contra Apion 1, 22, 16)); a tárgy accusativuszával (mint gyakran a későbbi görög írásokban, mint Plutarch, Cat. min. 32, 1 változat (Buttmann, § 133, 9; Winer's Grammar, 222 (208))), Mt 5:44 Rec.; Luk 6:28 G L szöveg T Tr WH; Jak 3:9; fa, ti. hogy elsorvasztsa azt átkozódással, Mk 11:21 (l. Zsid 6:8 κατάρα alatt). tökéletes szenvedő melléknév κατηραμένος szenvedő értelemben, átkozott (Bölcsesség 12:11; (2Kir 9:34); Plutarch, Luc. 18; és κεκατηραμ. 5Móz 21:23; (Sir. 3:16)): Mt 25:41 (szintén időnként κεκαταρανται, 4Móz 22:6; 4Móz 24:9; (de Tdf. stb. κεκατήρανται; l. Veitch, a szó alatt.	pilot	anthropic/claude-haiku-4.5	2026-09-26	v1
Thayer	G3777	G3777	teljes	forditas_hu	d59cee949e475d5094bc24197292939983c4ce1f	οὔτε (οὐ és τέ), egy hozzáadó tagadó kötőszó (Hómertől kezdve) (eltérve a μήτε-től, ahogyan a οὐ is a μή-től (l. ott a bevezetőben), és a οὐδέ-től, ahogyan a μήτε a μηδέ-től; l. μήτε és οὐδέ), sem; és nem. 1. Példák, amelyekben az οὔτε egyedül áll: a. οὐ... οὔτε, Jel 12:8 Rec. (ahol G L T Tr WH οὐδέ); Jel 20:4 R G (ahol L T Tr WH οὐδέ); οὐδείς ἄξιος εὑρέθη ἀνοῖξαι τό βιβλίον οὔτε βλέπειν αὐτό, Jel 5:4; vö. Winers Grammar, 491 (457); Buttmann, 367 (315); οὐ... οὐδέ... οὔτε, 1Thessz 2:3 R G (ahol L T Tr WH helyesebben οὐδέ) (Winers Grammar, 493 (459); Buttmann, 368 (315)); οὐδέ... οὔτε (úgy, hogy az οὔτε csak a οὐ-nak felel meg az οὐδέ-ben), Gal 1:12 R G T WH szöveg (Winers Grammar, 492 (458); Buttmann, 366 (314)). b. οὔτε... καί, mint a latin neque...et, sem... és: Ján 4:11; 3Ján 1:10 (Euripidész, Iph. T. 591; de a gyakoribb görög használat οὐ... τέ volt, vö. Klotz ad Devar. 2:2, o. 714; Passow, a szó alatt, B. 2; (Liddell és Scott, a szó alatt, II. 4); Winers Grammar, § 55, 7; (Buttmann, § 149, 13 c.)). c. Egy szólamhiba által az οὔτε a οὐδέ helyébe kerül, nem... még: 1Kor 3:2 Rec. (ahol G L T Tr WH οὐδέ) (Winers Grammar, 493 (459); Buttmann, 367 (315); § 149, 13 f.); Mar 5:3 R G (ahol L T Tr WH visszaállították a οὐδέ-t (Winers Grammar, 490 (456); Buttmann, mint fent)); Luk 12:26 R G (ahol L T Tr WH οὐδέ (Winers Grammar, mint fent és 478 (445); Buttmann, 347 (298))); οὔτε μετενόησαν, Jel 9:20 R L Tr (ahol G WH szöveg οὐ, T οὐδέ nem... még; WH margón οὔτε vagy οὐδέ (vö. Buttmann, 367 (315))); a kérdés után μή δύναται... σῦκα; következik οὔτε ἁλυκόν γλυκύ ποιῆσαι ὕδωρ, Jak 3:12 G L T Tr WH (mintha οὔτε δύναται... σῦκα korábban az író gondolatában lett volna (vö. Winers Grammar, 493 (459); Buttmann, mint fent)). 2. Kétszer vagy többször használva, sem... sem (latin nec...nec; neque...neque): Mt 6:20; Mt 22:30; Mk 12:25; (Mk 14:68 L szöveg T Tr WH); Luk 14:35 (34); Ján 4:21; Ján 5:37; Ján 8:19; Ján 9:3; ApCsel 15:10; ApCsel 19:37; ApCsel 25:8; ApCsel 28:21; Róm 8:38f (ahol az οὔτε tízszer fordul elő); 1Kor 3:7; 1Kor 6:9f; (οὔτε nyolcszor (mégis T WH Tr margón a nyolcadik alkalommal οὐ)); ; Gal 5:6; Gal 6:15; 1Thessz 2:6; Jel 3:15; Jel 9:20; Jel 21:4; οὔτε... οὔτε... οὐδέ (német auchnicht, szintén nem), L Tr WH itt Luk 20:35f, és L T Tr margó WH itt ApCsel 24:12f; vö. Winers Grammar, 491 (457f); Buttmann, 368 (315) jegyzet.	pilot	deepseek/deepseek-v4-flash	2026-09-26	v1
Thayer	G3777	G3777	teljes	forditas_hu	d59cee949e475d5094bc24197292939983c4ce1f	οὔτε (az οὐ és τέ szavakból), mellérendelő tagadó kötőszó (Homérosztól kezdve) (különbözik a μήτε szótól, miként az οὐ a μή szótól (amelyet l. a kezdetén), és az οὐδέ szótól, miként a μήτε a μηδέ szótól; l. μήτε és οὐδέ), sem; és nem. 1. Példák, amelyekben az οὔτε önmagában áll: a. οὐ... οὔτε, Jel 12:8 Rec. (ahol G L T Tr WH οὐδέ); Jel 20:4 R G (ahol L T Tr WH οὐδέ); οὐδείς ἄξιος εὑρέθη ἀνοῖξαι τό βιβλίον οὔτε βλέπειν αὐτό, Jel 5:4; vö. Winer nyelvtana, 491 (457); Buttmann, 367 (315); οὐ... οὐδέ... οὔτε, 1Thessz 2:3 R G (ahol L T Tr WH helyesebben οὐδέ) (Winer nyelvtana, 493 (459); Buttmann, 368 (315)); οὐδέ... οὔτε (úgy, hogy az οὔτε csak az οὐ tagadásra felel az οὐδέ-ben), Gal 1:12 R G T WH szöveg (Winer nyelvtana, 492 (458); Buttmann, 366 (314)). b. οὔτε... καί, mint a latin neque...et, sem... és: Ján 4:11; 3Ján 1:10 (Euripidész, Iph. T. 591; de a gyakoribb görög használat az οὐ... τέ volt, vö. Klotz ad Devar. 2:2, 714. o.; Passow, a szócikk alatt, B. 2; (Liddell and Scott, a szócikk alatt, II. 4); Winer nyelvtana, § 55, 7; (Buttmann, § 149, 13 c.)). c. Egy szolecizmus folytán az οὔτε az οὐδέ helyett áll, még... sem: 1Kor 3:2 Rec. (ahol G L T Tr WH οὐδέ) (Winer nyelvtana, 493 (459); Buttmann, 367 (315); § 149, 13 f.); Mk 5:3 R G (ahol L T Tr WH helyreállította az οὐδέ olvasatot (Winer nyelvtana, 490 (456); Buttmann, mint fent)); Luk 12:26 R G (ahol L T Tr WH οὐδέ (Winer nyelvtana, mint fent és 478 (445); Buttmann, 347 (298))); οὔτε μετενόησαν, Jel 9:20 R L Tr (ahol G WH szöveg οὐ, T οὐδέ még... sem; WH lapszéli olvasat οὔτε vagy οὐδέ (vö. Buttmann, 367 (315))); a μή δύναται... σῦκα; kérdés után következik: οὔτε ἁλυκόν γλυκύ ποιῆσαι ὕδωρ, Jak 3:12 G L T Tr WH (mintha az οὔτε δύναται... σῦκα gondolat korábban az író elméjében lett volna (vö. Winer nyelvtana, 493 (459); Buttmann, mint fent)). 2. kétszer vagy többször használva, sem... sem (latin nec...nec; neque...neque): Mt 6:20; Mt 22:30; Mk 12:25; (Mk 14:68 L szöveg T Tr WH); Luk 14:35 (34); Ján 4:21; Ján 5:37; Ján 8:19; Ján 9:3; ApCsel 15:10; ApCsel 19:37; ApCsel 25:8; ApCsel 28:21; Róm 8:38köv (ahol az οὔτε tízszer fordul elő); 1Kor 3:7; 1Kor 6:9köv; (οὔτε nyolcszor (ám T WH Tr lapszéli olvasat a nyolcadik alkalommal οὐ)); Gal 5:6; Gal 6:15; 1Thessz 2:6; Jel 3:15; Jel 9:20; Jel 21:4; οὔτε... οὔτε... οὐδέ (német auch nicht, szintén nem), L Tr WH Luk 20:35köv-ben, és L T Tr lapszéli olvasat WH ApCsel 24:12köv-ben; vö. Winer nyelvtana, 491 (457köv); Buttmann, 368 (315) jegyzet.	pilot	google/gemini-3.8-flash	2026-09-26	v1
