karoli_konyv	fejezet	igehely_lxx_veg	fejezetosztaly	ok
Jób	17	17:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	17	17:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:17	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:18	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:19	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:20	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:21	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:22	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:23	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	37	37:24	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Jób	38	38:1	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:2	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:3	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:4	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:5	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:6	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:7	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:8	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:9	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:10	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:11	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:12	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:13	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:14	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:15	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:16	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:17	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:18	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:19	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:20	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:21	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:22	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:23	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:24	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:25	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:26	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:27	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:28	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:29	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:30	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:31	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:32	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:33	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:34	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:35	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:36	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:37	KEZI	H1_importer_kezi_none_fallthrough
Jób	38	38:38	KEZI	H1_importer_kezi_none_fallthrough
Zsolt	3	3:1	MT	H2_karoli_mt_szamozas
Zsolt	4	4:1	MT	H2_karoli_mt_szamozas
Zsolt	5	5:1	MT	H2_karoli_mt_szamozas
Zsolt	6	6:1	MT	H2_karoli_mt_szamozas
Zsolt	7	7:1	MT	H2_karoli_mt_szamozas
Zsolt	8	8:1	MT	H2_karoli_mt_szamozas
Zsolt	9	9:1	MT	H2_karoli_mt_szamozas
Zsolt	11	11:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	12	12:6	MT	H2_karoli_mt_szamozas
Zsolt	17	17:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	18	18:1	MT	H2_karoli_mt_szamozas
Zsolt	19	19:1	MT	H2_karoli_mt_szamozas
Zsolt	20	20:1	MT	H2_karoli_mt_szamozas
Zsolt	21	21:1	MT	H2_karoli_mt_szamozas
Zsolt	29	29:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	30	30:1	MT	H2_karoli_mt_szamozas
Zsolt	33	33:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	35	35:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	37	37:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	38	38:1	MT	H2_karoli_mt_szamozas
Zsolt	39	39:1	MT	H2_karoli_mt_szamozas
Zsolt	40	40:1	MT	H2_karoli_mt_szamozas
Zsolt	41	41:1	MT	H2_karoli_mt_szamozas
Zsolt	43	43:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	44	44:1	MT	H2_karoli_mt_szamozas
Zsolt	45	45:1	MT	H2_karoli_mt_szamozas
Zsolt	46	46:1	MT	H2_karoli_mt_szamozas
Zsolt	47	47:1	MT	H2_karoli_mt_szamozas
Zsolt	48	48:1	MT	H2_karoli_mt_szamozas
Zsolt	50	50:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	50	50:2	KJV	H5_valodi_verstartalmi_elteres
Zsolt	51	51:1	MT	H2_karoli_mt_szamozas
Zsolt	51	51:2	MT	H2_karoli_mt_szamozas
Zsolt	52	52:1	MT	H2_karoli_mt_szamozas
Zsolt	53	53:1	MT	H2_karoli_mt_szamozas
Zsolt	53	53:2	MT	H2_karoli_mt_szamozas
Zsolt	54	54:1	MT	H2_karoli_mt_szamozas
Zsolt	55	55:1	MT	H2_karoli_mt_szamozas
Zsolt	56	56:1	MT	H2_karoli_mt_szamozas
Zsolt	57	57:1	MT	H2_karoli_mt_szamozas
Zsolt	58	58:1	MT	H2_karoli_mt_szamozas
Zsolt	59	59:1	MT	H2_karoli_mt_szamozas
Zsolt	59	59:2	MT	H2_karoli_mt_szamozas
Zsolt	60	60:1	MT	H2_karoli_mt_szamozas
Zsolt	61	61:1	MT	H2_karoli_mt_szamozas
Zsolt	62	62:1	MT	H2_karoli_mt_szamozas
Zsolt	63	63:1	MT	H2_karoli_mt_szamozas
Zsolt	64	64:1	MT	H2_karoli_mt_szamozas
Zsolt	66	66:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	67	67:1	MT	H2_karoli_mt_szamozas
Zsolt	68	68:1	MT	H2_karoli_mt_szamozas
Zsolt	69	69:1	MT	H2_karoli_mt_szamozas
Zsolt	74	74:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	75	75:1	MT	H2_karoli_mt_szamozas
Zsolt	76	76:1	MT	H2_karoli_mt_szamozas
Zsolt	79	79:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	80	80:1	MT	H2_karoli_mt_szamozas
Zsolt	82	82:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	83	83:1	MT	H2_karoli_mt_szamozas
Zsolt	84	84:1	MT	H2_karoli_mt_szamozas
Zsolt	87	87:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	88	88:1	MT	H2_karoli_mt_szamozas
Zsolt	91	91:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	101	101:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	107	107:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	139	139:1	KJV	H5_valodi_verstartalmi_elteres
Zsolt	141	141:1	KJV	H5_valodi_verstartalmi_elteres
Péld	12	12:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:17	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:18	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:19	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:20	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:21	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:22	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:23	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:24	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:25	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:26	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:27	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	12	12:28	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Péld	18	18:1	MT	H2_karoli_mt_szamozas
Péld	18	18:2	MT	H2_karoli_mt_szamozas
Péld	18	18:3	MT	H2_karoli_mt_szamozas
Péld	18	18:4	MT	H2_karoli_mt_szamozas
Péld	18	18:5	MT	H2_karoli_mt_szamozas
Péld	18	18:6	MT	H2_karoli_mt_szamozas
Péld	18	18:7	MT	H2_karoli_mt_szamozas
Péld	18	18:8	MT	H2_karoli_mt_szamozas
Péld	18	18:9	MT	H2_karoli_mt_szamozas
Péld	18	18:10	MT	H2_karoli_mt_szamozas
Péld	18	18:11	MT	H2_karoli_mt_szamozas
Péld	18	18:12	MT	H2_karoli_mt_szamozas
Péld	18	18:13	MT	H2_karoli_mt_szamozas
Péld	18	18:14	MT	H2_karoli_mt_szamozas
Péld	18	18:15	MT	H2_karoli_mt_szamozas
Péld	18	18:16	MT	H2_karoli_mt_szamozas
Péld	18	18:17	MT	H2_karoli_mt_szamozas
Péld	18	18:18	MT	H2_karoli_mt_szamozas
Péld	18	18:19	MT	H2_karoli_mt_szamozas
Péld	18	18:20	MT	H2_karoli_mt_szamozas
Péld	18	18:21	MT	H2_karoli_mt_szamozas
Péld	18	18:22	MT	H2_karoli_mt_szamozas
Préd	1	1:1	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:2	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:3	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:4	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:5	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:6	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:7	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:8	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:9	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:10	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:11	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:12	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:13	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:14	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:15	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:16	KEZI	H1_importer_kezi_none_fallthrough
Préd	1	1:17	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:1	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:2	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:3	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:4	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:5	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:6	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:7	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:8	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:9	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:10	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:11	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:12	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:13	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:14	KEZI	H1_importer_kezi_none_fallthrough
Préd	8	8:15	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:1	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:2	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:3	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:4	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:5	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:6	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:7	KEZI	H1_importer_kezi_none_fallthrough
Préd	11	11:8	KEZI	H1_importer_kezi_none_fallthrough
Én	5	5:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	5	5:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	6	6:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Én	7	7:1	KJV	H5_valodi_verstartalmi_elteres
Ézs	3	3:1	MT	H2_karoli_mt_szamozas
Ézs	3	3:2	MT	H2_karoli_mt_szamozas
Ézs	3	3:3	MT	H2_karoli_mt_szamozas
Ézs	3	3:4	MT	H2_karoli_mt_szamozas
Ézs	3	3:5	MT	H2_karoli_mt_szamozas
Ézs	3	3:6	MT	H2_karoli_mt_szamozas
Ézs	3	3:7	MT	H2_karoli_mt_szamozas
Ézs	3	3:8	MT	H2_karoli_mt_szamozas
Ézs	3	3:9	MT	H2_karoli_mt_szamozas
Ézs	3	3:10	MT	H2_karoli_mt_szamozas
Ézs	3	3:11	MT	H2_karoli_mt_szamozas
Ézs	3	3:12	MT	H2_karoli_mt_szamozas
Ézs	3	3:13	MT	H2_karoli_mt_szamozas
Ézs	3	3:14	MT	H2_karoli_mt_szamozas
Ézs	3	3:15	MT	H2_karoli_mt_szamozas
Ézs	3	3:16	MT	H2_karoli_mt_szamozas
Ézs	3	3:17	MT	H2_karoli_mt_szamozas
Ézs	3	3:18	MT	H2_karoli_mt_szamozas
Ézs	3	3:19	MT	H2_karoli_mt_szamozas
Ézs	3	3:20	MT	H2_karoli_mt_szamozas
Ézs	3	3:21	MT	H2_karoli_mt_szamozas
Ézs	3	3:22	MT	H2_karoli_mt_szamozas
Ézs	3	3:23	MT	H2_karoli_mt_szamozas
Ézs	3	3:24	MT	H2_karoli_mt_szamozas
Ézs	3	3:25	MT	H2_karoli_mt_szamozas
Ézs	3	3:26	MT	H2_karoli_mt_szamozas
Ézs	9	9:1	MT	H2_karoli_mt_szamozas
Ézs	9	9:2	MT	H2_karoli_mt_szamozas
Ézs	9	9:3	MT	H2_karoli_mt_szamozas
Ézs	9	9:4	MT	H2_karoli_mt_szamozas
Ézs	9	9:5	MT	H2_karoli_mt_szamozas
Ézs	9	9:6	MT	H2_karoli_mt_szamozas
Ézs	9	9:7	MT	H2_karoli_mt_szamozas
Ézs	9	9:8	MT	H2_karoli_mt_szamozas
Ézs	9	9:9	MT	H2_karoli_mt_szamozas
Ézs	9	9:10	MT	H2_karoli_mt_szamozas
Ézs	9	9:11	MT	H2_karoli_mt_szamozas
Ézs	9	9:12	MT	H2_karoli_mt_szamozas
Ézs	9	9:13	MT	H2_karoli_mt_szamozas
Ézs	9	9:14	MT	H2_karoli_mt_szamozas
Ézs	9	9:15	MT	H2_karoli_mt_szamozas
Ézs	9	9:16	MT	H2_karoli_mt_szamozas
Ézs	9	9:17	MT	H2_karoli_mt_szamozas
Ézs	9	9:18	MT	H2_karoli_mt_szamozas
Ézs	9	9:19	MT	H2_karoli_mt_szamozas
Ézs	9	9:20	MT	H2_karoli_mt_szamozas
Ézs	56	56:1	MT	H2_karoli_mt_szamozas
Ézs	56	56:2	MT	H2_karoli_mt_szamozas
Ézs	56	56:3	MT	H2_karoli_mt_szamozas
Ézs	56	56:4	MT	H2_karoli_mt_szamozas
Ézs	56	56:5	MT	H2_karoli_mt_szamozas
Ézs	56	56:6	MT	H2_karoli_mt_szamozas
Ézs	56	56:7	MT	H2_karoli_mt_szamozas
Ézs	56	56:8	MT	H2_karoli_mt_szamozas
Ézs	56	56:9	MT	H2_karoli_mt_szamozas
Ézs	56	56:10	MT	H2_karoli_mt_szamozas
Ézs	56	56:11	MT	H2_karoli_mt_szamozas
Ézs	63	63:1	MT	H2_karoli_mt_szamozas
Ézs	63	63:2	MT	H2_karoli_mt_szamozas
Ézs	63	63:3	MT	H2_karoli_mt_szamozas
Ézs	63	63:4	MT	H2_karoli_mt_szamozas
Ézs	63	63:5	MT	H2_karoli_mt_szamozas
Ézs	63	63:6	MT	H2_karoli_mt_szamozas
Ézs	63	63:7	MT	H2_karoli_mt_szamozas
Ézs	63	63:8	MT	H2_karoli_mt_szamozas
Ézs	63	63:9	MT	H2_karoli_mt_szamozas
Ézs	63	63:10	MT	H2_karoli_mt_szamozas
Ézs	63	63:11	MT	H2_karoli_mt_szamozas
Ézs	63	63:12	MT	H2_karoli_mt_szamozas
Ézs	63	63:13	MT	H2_karoli_mt_szamozas
Ézs	63	63:14	MT	H2_karoli_mt_szamozas
Ézs	63	63:15	MT	H2_karoli_mt_szamozas
Ézs	63	63:16	MT	H2_karoli_mt_szamozas
Ézs	63	63:17	MT	H2_karoli_mt_szamozas
Ézs	63	63:18	MT	H2_karoli_mt_szamozas
Ézs	63	63:19	MT	H2_karoli_mt_szamozas
Ézs	64	64:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	64	64:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Ézs	8	8:23	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:1	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:2	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:3	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:4	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:5	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:6	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:7	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:8	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:9	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:10	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:11	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:12	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:13	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:14	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:15	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:16	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:17	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:18	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:19	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:20	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:21	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:22	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:23	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:24	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:25	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:26	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:27	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:28	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:29	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:30	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:31	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:32	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:33	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:34	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:35	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:36	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:37	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:38	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:39	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:40	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:41	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:42	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:43	KJV	H5_valodi_verstartalmi_elteres
Jer	31	31:44	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:1	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:2	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:3	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:4	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:5	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:6	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:7	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:8	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:9	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:10	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:11	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:12	KJV	H5_valodi_verstartalmi_elteres
Jer	40	40:13	KJV	H5_valodi_verstartalmi_elteres
Dán	3	3:1	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:2	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:3	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:4	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:5	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:6	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:7	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:8	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:9	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:10	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:11	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:12	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:13	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:14	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:15	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:16	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:17	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:18	EGYIK_SEM	H3_egyeb_karoli_sajatossag
Dán	3	3:19	EGYIK_SEM	H3_egyeb_karoli_sajatossag
